gene,random_forest_importance
KLF9,0.028999999999999998
ELL2,0.02599999999999999
NFIL3,0.023999999999999994
F2RL3,0.02010585452395032
TIPARP,0.01910585452395032
CEBPD,0.019105854523950316
APOLD1,0.019105416423995335
CSRNP1,0.018999999999999986
SLC25A33,0.018222138022942848
TLR1,0.01811044417767106
USP2,0.01798977649143721
PER1,0.017117056856187286
ZFAND5,0.015999999999999993
NR4A3,0.01599999999999999
TOB2,0.015682874528104004
ITPRIP,0.013999999999999997
MCL1,0.013441713179996857
ERRFI1,0.012215316490555145
GADD45A,0.011894583576004656
PROM1,0.011748921765344398
ZNF331,0.011107228915662643
PDK4,0.011105263157894731
CDC42EP4,0.010999999999999996
LINC00473,0.010679687644724368
TP53INP2,0.010577458104108662
WFDC1,0.010015041301209077
DYRK2,0.009999999999999998
GATA6,0.009999999999999998
HERPUD1,0.00997888458850027
FKBP5,0.009877496003137327
TSC22D3,0.009679687644724365
NFKBIA,0.00889414547604967
GABARAPL1,0.00887568681318681
GRASP,0.008852368623058762
IKBKE,0.008786462673122388
MEPCE,0.008665516575437973
KLF15,0.008213083439612972
ESM1,0.008105854523950325
CLDN1,0.007999999999999993
SH3RF3-AS1,0.0077867722403353505
SGK1,0.007764672140807274
TSPYL2,0.006870373398656996
BRSK2,0.006779359341892058
CDH6,0.006682120019675353
ERF,0.006114050448050352
SYT16,0.0059999999999999975
LRRC10B,0.005999999999999997
GALNT3,0.005999999999999995
TCEAL2,0.005894583576004658
SLC25A25,0.0058756868131868145
TLR7,0.005875512995896029
CTH,0.005333747738454765
STARD8,0.004999999999999998
PGAM2,0.0049999999999999975
VCAM1,0.0049999999999999975
SAMD12,0.004999999999999995
MIR22HG,0.00487568681318681
NR4A1,0.0047818888067112965
GNG7,0.004314734056176895
DTX4,0.004124487004103966
IP6K3,0.004113846153846154
MED9,0.00410721312835301
MAP3K1,0.004105263157894735
PIK3CG,0.003999999999999998
C9orf139,0.003999999999999998
UBALD1,0.003999999999999998
PLEKHH1,0.0039999999999999975
COQ10A,0.003997766949057825
CDADC1,0.0038947368421052664
PRKAG2-AS1,0.0038936915887850462
RASGRP1,0.0038936915887850462
ADAMTS8,0.0038927710843373498
TRIM59,0.003886153846153842
NDUFB6,0.0037894736842105266
LRRK2,0.0032322777885830985
DCDC1,0.003127423822714679
SLC3A2,0.0030074128984432895
TNFAIP8,0.0030041357664561128
CDKN1A,0.003
FOXO3,0.003
ORC5,0.002999999999999999
GPX8,0.0029999999999999988
HOXA3,0.002999999999999998
CEBPB,0.0029936323548769247
FAS,0.00298077615379077
KANSL1L,0.0028927710843373506
TMEM159,0.0028905380333951727
ISCA1,0.0028861538461538473
GRHL3,0.0028756868131868114
MT1M,0.002873408769448373
CXADR,0.0028734087694483722
ARRDC3,0.0028036545644517332
NDUFAF4,0.0027887290520543346
DIRAS1,0.0027882751647897034
DUSP8,0.002577513003417246
RAB3A,0.002112676056338025
TAL1,0.0021104441776710683
DSC2,0.0021079646017699103
CSRP1,0.002107228915662653
KCNA5,0.0020945835760046608
ACO2,0.0020927710843373485
ITGB6,0.0020184586628628595
TNFRSF11B,0.002016522402334055
GEM,0.0020058815520762434
EPAS1,0.002000000000000003
TPBG,0.0020000000000000013
LINC02471,0.002000000000000001
CREM,0.002000000000000001
SLITRK2,0.0020000000000000005
ZNF799,0.002
PXN,0.0019999999999999996
GPC4,0.0019999999999999996
MLIP,0.001999999999999999
CX3CR1,0.001999999999999999
PPTC7,0.001999999999999999
IRF5,0.001999999999999999
SEMA4D,0.001999999999999999
WDR5B,0.001999999999999999
XRCC4,0.001999999999999999
RASD1,0.001999999999999999
PLCH1,0.0019999999999999987
SIK2,0.0019999999999999987
DUSP1,0.0019999999999999987
RSPRY1,0.0019999999999999983
BMP4,0.0019999999999999974
STX7,0.001999561900045015
NAP1L5,0.0019927403676573163
ITGB8,0.0019518240044555833
AP1G2,0.0018947368421052637
NEXN,0.0018945835760046607
EMD,0.0018945835760046602
TUBB2A,0.0018945835760046587
ARNT,0.0018945835760046585
CYCS,0.0018941454760496748
LONRF1,0.001894145476049674
GOT1,0.0018941454760496735
TMEM139,0.0018936915887850486
TOB1,0.0018927710843373489
PIM3,0.0018920353982300878
SLC45A1,0.001890538033395177
NDUFA8,0.0018895558223289313
DDIT4,0.0018861538461538451
GRPEL1,0.0018771186440677955
AC079630.1,0.0018750000000000004
ENPP5,0.0018744855967078216
SLC38A9,0.0018708272859216254
SEPT4,0.0018620689655172416
C17orf107,0.001789320418109923
TMEM132C,0.001406618652520257
GSTCD,0.0012307775611869168
ANKRD9,0.0012117248352102945
ASCL2,0.0012108328479906816
PRR15,0.001129172714078376
CTXN1,0.0011291727140783742
ZNF503-AS1,0.0011265912305516274
PRX,0.0011250000000000008
STK32A,0.0011244870041039667
USP36,0.0011228813559322046
NR0B2,0.0011126760563380277
TFAP4,0.001107964601769912
SLC2A4,0.0011072289156626525
SEC14L1,0.0011072289156626519
JPH2,0.0011063084112149539
ALDH1L1-AS2,0.0011058545239503263
P2RY6,0.0011058545239503257
CRHBP,0.0011058545239503248
FAM53B,0.0011058545239503246
CEPT1,0.0011054164239953437
HEY1,0.001103760233440383
ARRDC2,0.001020874178295468
DOCK11,0.0010190705801086271
SLC35F5,0.0010000000000000044
SERTAD3,0.0010000000000000028
RCAN1,0.0010000000000000024
RNF217,0.0010000000000000024
UNC5CL,0.001000000000000002
MPC1,0.001000000000000002
TNFSF10,0.001000000000000002
STK40,0.0010000000000000018
CMTM8,0.0010000000000000015
ATF3,0.0010000000000000015
GADD45B,0.0010000000000000013
CISH,0.0010000000000000013
CASP2,0.0010000000000000013
LINC00900,0.001000000000000001
FOXO1,0.001000000000000001
MTFR2,0.001000000000000001
ZFP36,0.001000000000000001
SLC45A4,0.001000000000000001
FAM117B,0.0010000000000000009
BEX1,0.0010000000000000009
ADIPOR2,0.0010000000000000009
MBTD1,0.0010000000000000007
MACC1,0.0010000000000000007
TBL1XR1,0.0010000000000000007
C11orf96,0.0010000000000000007
TPST2,0.0010000000000000007
AC025048.4,0.0010000000000000007
SNCG,0.0010000000000000007
CSDC2,0.0010000000000000005
NDUFB7,0.0010000000000000005
ANKRD45,0.0010000000000000005
PINK1,0.0010000000000000005
MESP1,0.0010000000000000005
STAT1,0.0010000000000000005
TBXA2R,0.0010000000000000005
SATB2,0.0010000000000000005
FLCN,0.0010000000000000002
KCNK9,0.0010000000000000002
VWDE,0.0010000000000000002
COL27A1,0.0010000000000000002
MAP2K3,0.001
HRK,0.001
KLF6,0.001
MBNL1-AS1,0.001
GALNT7,0.001
HSPA9,0.001
TMEM204,0.001
F2RL1,0.001
EXOC3L1,0.001
CCDC151,0.001
ETV1,0.001
PDLIM3,0.001
SLC12A8,0.001
NOD2,0.0009999999999999998
WASF1,0.0009999999999999996
PIFO,0.0009999999999999996
AVPI1,0.0009999999999999996
RGCC,0.0009999999999999996
TNIK,0.0009999999999999996
ANKS1A,0.0009999999999999994
ZBTB16,0.0009999999999999994
SOCS2,0.0009999999999999992
IQGAP3,0.0009999999999999992
DNMT3B,0.0009999999999999992
IKZF2,0.000999999999999999
SH3BGR,0.0009999999999999987
AGRP,0.000999408633944412
DLGAP1-AS1,0.0009852522336233466
RLN2,0.0009797487546025555
EIF1,0.0008947368421052659
RGS3,0.0008947368421052645
IDI1,0.0008941454760496764
HNF1B,0.000894145476049676
SESN3,0.0008941454760496755
MRPL54,0.0008941454760496747
NEDD9,0.0008936915887850486
CLEC1A,0.0008927710843373496
COX7A1,0.0008927710843373492
ADCY1,0.0008927710843373484
FLT1,0.0008920353982300915
FLRT3,0.0008905380333951762
UBE2B,0.0008895558223289318
GAD1,0.0008873239436619731
TBC1D1,0.0008873239436619722
E2F8,0.0008755129958960327
C1orf115,0.0008725761772853182
MVD,0.0008000000000000023
MRPL47,0.0007999999999999997
C9orf24,0.00030615106022548096
MIDN,0.0002606680691018044
ID2,0.00023016771076351267
PLAT,0.00022814451382694123
SPN,0.00021570733556580728
ATF4,0.00021487839060016468
CTIF,0.00012917271407837582
DOC2A,0.00012917271407837557
UBXN11,0.00012742382271468475
GRAMD1B,0.0001265912305516278
CHSY1,0.0001265912305516255
CCDC51,0.000125514403292181
POU2F2,0.00012500000000000195
FAM181B,0.00012448700410396812
RCAN3,0.00012431318681319013
MET,0.000124313186813188
SH3BP5,0.00011705685618729253
CCNB1IP1,0.00011384615384615479
EIF4H,0.00011267605633802942
SYNM,0.00010946196660482472
DESI1,0.00010796460176991199
PLEKHA1,0.00010796460176991158
PRICKLE2,0.00010796460176991128
SPRY4,0.00010722891566265248
ATP1B2,0.0001072289156626515
BTG2,0.00010630841121495574
NUDT16,0.00010630841121495546
RUNX1,0.00010630841121495506
COX7B,0.00010630841121495426
ZNF672,0.00010630841121495422
DHRS3,0.00010630841121495416
SMTN,0.00010585452395032873
FXYD6,0.00010585452395032679
FCN3,0.00010585452395032678
CRK,0.00010541642399534233
FAM227A,0.0001054164239953421
HAPLN2,0.0001054164239953412
MST1R,0.00010541642399534077
SPIN3,0.00010541642399534072
GLUL,0.00010526315789473906
GADD45G,0.00010526315789473782
TMEM144,0.00010526315789473725
SERTAD1,4.733867618887814e-18
CSNK1G1,3.957610253622522e-18
CCDC40,3.930739053657672e-18
ZNF593,3.889838418880387e-18
EGFLAM,3.569719339525987e-18
SAMD13,3.255786033967568e-18
RAP1GDS1,3.12285809747127e-18
MCM7,3.0919023791213282e-18
DUSP6,3.0209752827958183e-18
SLC25A4,2.9874738160878298e-18
LACTB2-AS1,2.9319800555681125e-18
ARG2,2.9226621123257213e-18
HES4,2.89497262141394e-18
PLS1,2.7933600631172583e-18
GALNT1,2.7650472497584317e-18
RUFY3,2.7012122697353105e-18
MRPS36,2.636759168494073e-18
SEL1L3,2.5896064420133235e-18
GAS6,2.5629427355329115e-18
ZFP64,2.545459719448437e-18
SESTD1,2.4841240175987846e-18
LINC01410,2.4762955219123257e-18
MEF2D,2.458589637170749e-18
PIGH,2.451557475543114e-18
STK38,2.3483651670437452e-18
IER3,2.210372441785675e-18
PGP,2.2023235900800332e-18
ITGA8,2.188575831284647e-18
CFI,2.1869337616551456e-18
MAP3K6,2.1522202009989413e-18
EFCAB12,2.1312316990572187e-18
YRDC,2.1229775899689102e-18
UAP1,2.0932329943453447e-18
TNFRSF11A,2.0490553698238027e-18
BCL2L15,2.040414334453478e-18
TMEM63A,2.0187581246670894e-18
ANO9,1.94982918699793e-18
TSPAN1,1.903185960904324e-18
BMP2K,1.85210643118457e-18
TLR6,1.8354504693393623e-18
MILR1,1.832145546387663e-18
RAB20,1.777942872292568e-18
TRIM27,1.7317726892910159e-18
JMJD6,1.7280566955593265e-18
SKP2,1.726260888192707e-18
PTP4A1,1.7162197588997201e-18
COL18A1-AS1,1.6667431845723615e-18
RPGRIP1L,1.6638832650101194e-18
RPA4,1.6098233857064748e-18
MYOM1,1.5907325314529055e-18
SPATA2,1.5758636226002948e-18
C14orf132,1.5629540803628678e-18
ECT2,1.5583032322761582e-18
CNBP,1.5329513257906413e-18
JOSD1,1.5231480793980201e-18
TRDMT1,1.5161483180037284e-18
SLC6A20,1.496303081438554e-18
IRS2,1.4802973661668745e-18
CRABP1,1.4444172593136172e-18
PPAT,1.4335511335510775e-18
SSBP3,1.4161511469663105e-18
ING2,1.4036391097046605e-18
RHOF,1.3962226401069626e-18
SCAND1,1.376157147950573e-18
PDIA2,1.3752369206790867e-18
YPEL2,1.369333672762974e-18
PRR26,1.3621582494439414e-18
MDM4,1.3533860023012087e-18
AL451064.1,1.3322676295501867e-18
SH3RF3,1.3168478653192824e-18
NDEL1,1.3131652628029603e-18
DSEL,1.2834178164666803e-18
FAM71E1,1.2673141403398876e-18
ZNF608,1.2529737596051456e-18
PAPPA2,1.2212453270876714e-18
EFHC1,1.2041649728626692e-18
MAPK15,1.1787223618816759e-18
UNC79,1.1442014469418354e-18
HIST1H2BH,1.1123455098192924e-18
WDR19,1.089542399656648e-18
MARCKS,1.0869083411080275e-18
SNAP91,1.0869083411080271e-18
DDIAS,1.086908341108027e-18
FILIP1,1.0869083411080267e-18
CHL1,1.0732155904709841e-18
FAM131A,1.073215590470984e-18
RBBP8NL,1.0695734561141823e-18
MARCH1,1.0463852007092096e-18
TP53INP1,1.0408035849535386e-18
SYT8,1.022330368508997e-18
BEX5,1.013681892049055e-18
YDJC,9.930548447048942e-19
PAPPA-AS1,9.904930905969527e-19
KCNIP4,9.77968892952394e-19
PRKACB,9.670626872392806e-19
ZBTB10,9.552543941045613e-19
ETV4,9.481304630298832e-19
CASP9,9.481304630298828e-19
ZNRF2,9.469938061237196e-19
ORC4,9.413766062967469e-19
LINC01122,9.393357551485388e-19
FZD1,9.35759406469774e-19
SEMA3B-AS1,9.046412856290026e-19
SPSB1,8.965259612386594e-19
GPR180,8.881784197001249e-19
TTC30B,8.881784197001247e-19
FLOT2,8.881784197001245e-19
HSF1,8.868788275308314e-19
RGS17,8.534839501805886e-19
ADAM12,8.465450562766812e-19
LINC01933,8.367575638227487e-19
B3GALT5,8.280413391995957e-19
MAP1LC3A,8.280413391995954e-19
RPS20,8.187894806610524e-19
WNT7A,8.049116928532376e-19
MRPL15,8.031378402762993e-19
SMIM4,7.989640695070321e-19
SLC7A10,7.948494271569955e-19
STK36,7.910339050454233e-19
PHC2,7.600757630126062e-19
ECSIT,6.933451634178669e-19
OLIG1,6.500110907042506e-19
AGPS,6.2796989830360405e-19
PCDHA9,6.279698983036039e-19
EPHA7,6.004533938224797e-19
MRPL55,5.9211894646675e-19
PPIF,5.836601043743676e-19
DNAJC19,5.662137425588298e-19
TP53,5.375816750816544e-19
MSMP,5.366077952354921e-19
MT2A,5.229734773892179e-19
CHRM3,5.229734773892177e-19
ATP4B,4.952465452984764e-19
AC005697.2,4.925254104341995e-19
SLC41A2,4.91670196619712e-19
ZNF300,4.857225732735058e-19
DUSP26,4.440892098500624e-19
SERPINA4,4.440892098500621e-19
S1PR3,4.186465988690693e-19
CRY2,4.186465988690692e-19
TMEM88,4.183787819113745e-19
RHOBTB2,4.093947403305262e-19
NDUFV3,3.8003788150630365e-19
RBP1,3.8003788150630365e-19
AC097634.1,3.8003788150630355e-19
NLN,3.7886360715333454e-19
EPG5,3.7143490897385717e-19
WFDC2,3.5487485965696973e-19
CDC42SE2,3.548748596569696e-19
FERMT2,3.548748596569696e-19
ARMC3,3.5487485965696953e-19
KIF5A,3.5461829551262357e-19
AC090198.1,2.633695730638566e-19
MGP,0.0
MEGF11,0.0
RAB3D,0.0
MMP7,0.0
RHOB,0.0
RCBTB2,0.0
ADAM10,0.0
PIP5K1B,0.0
ZFR2,0.0
AC084782.1,0.0
AC078795.1,0.0
AC079601.1,0.0
PQLC1,0.0
PPP1R15B,0.0
DUSP3,0.0
EIF1B,0.0
FLVCR2,0.0
SPATA6L,0.0
SLFN13,0.0
GNA11,0.0
HTRA3,0.0
IL1RL1,0.0
SH3BP4,0.0
SLC31A2,0.0
SGO1,0.0
LINC00635,0.0
TGM7,0.0
TFAP2E,0.0
EHD3,0.0
DNAJC22,0.0
COX6C,0.0
COX5B,0.0
CLN8,0.0
CTNNAL1,0.0
TNNC1,0.0
TIMP3,0.0
DCX,0.0
CDCA2,0.0
VPS37B,0.0
BAIAP2,0.0
CDT1,0.0
UHRF1,0.0
WBP11,0.0
C7orf57,0.0
ZDHHC2,0.0
ABCC3,0.0
