model,metric,mean,std,fold_values
RandomForest,accuracy,1.0,0.0,1.0000;1.0000;1.0000;1.0000;1.0000
RandomForest,balanced_accuracy,1.0,0.0,1.0000;1.0000;1.0000;1.0000;1.0000
RandomForest,f1,1.0,0.0,1.0000;1.0000;1.0000;1.0000;1.0000
RandomForest,roc_auc,1.0,0.0,1.0000;1.0000;1.0000;1.0000;1.0000
KNN,accuracy,0.9428571428571428,0.07824607964359519,1.0000;0.8571;0.8571;1.0000;1.0000
KNN,balanced_accuracy,0.9416666666666667,0.0812232862067414,1.0000;0.8333;0.8750;1.0000;1.0000
KNN,f1,0.9314285714285713,0.0960442075084092,1.0000;0.8000;0.8571;1.0000;1.0000
KNN,roc_auc,1.0,0.0,1.0000;1.0000;1.0000;1.0000;1.0000
