gene,rank_score,adj_p_value,diff_mean_log_expr,cohen_d,pct_expr_case,pct_expr_control,traditional_rank,combined_ml_biomarker_score,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,ml_rank,random_forest_importance,rf_rank,traditional_score_scaled,ml_score_scaled,rf_score_scaled,consensus_score,mean_rank
FLRT3,0.3379010356063999,0.0037336479284036,0.0728365504092306,1.910800412949197,0.122357303972168,0.0783371824480369,36,0.2222235400030245,0.7583333333333333,0.8333333333333334,138,0.0008905380333951,252,0.13766718504195424,0.2286533685091754,0.07579742645166919,0.14737266000093294,142.0
PAPPA2,0.3906717513068681,0.0238854260304801,0.1494312361755171,1.6119641567767933,0.1174064304010398,0.0690069284064665,30,0.2371972722430239,0.7916666666666666,0.7166666666666666,117,1.2212453270876715e-18,376,0.16438932485132754,0.27090975995596545,1.039453110233459e-16,0.14509969493576436,174.33333333333334
PRKACB,0.241382391297486,0.016930395055582,0.079823865089556,1.7071537710830218,0.1848071261994877,0.1609237875288683,60,0.2557083027087514,0.8166666666666667,0.9,96,9.670626872392806e-19,396,0.0887918822684676,0.3231485296164592,8.231076064288874e-17,0.13731347062830895,184.0
MBTD1,0.0758160972749068,0.012635594169472,0.0243934123162795,1.637194029320387,0.0599457124287953,0.0520092378752886,284,0.254536226423059,0.8,0.836111111111111,101,0.001,193,0.00495209351699697,0.319840889708126,0.08511419345302748,0.1366357255593835,192.66666666666666
GPR180,0.0881207192792854,0.0146278083303614,0.0278946393092101,1.721724434409814,0.0521848835875673,0.037459584295612,251,0.2808653198481525,0.85,0.9277777777777778,72,8.881784197001249e-19,406,0.011182932442298463,0.3941425040536689,7.559658983516067e-17,0.13510847883198915,243.0
COL27A1,0.1566464848816542,0.0141218536908841,0.0485433158815532,1.744191097525249,0.0857705394349504,0.0570900692840646,123,0.2353306285377328,0.7749999999999999,0.8138888888888888,119,0.001,211,0.0458831457076379,0.2656420267122948,0.08511419345302748,0.13221312195765342,151.0
GALNT1,0.207995809044553,0.003496180241276,0.0426294555674541,1.986298962573284,0.1171579309553847,0.1060508083140877,80,0.2553474151018963,0.8166666666666667,0.925,97,2.765047249758432e-18,316,0.07188551844759371,0.3221300922797191,2.353447665227008e-16,0.13133853690910435,164.33333333333334
RNF217,0.0778919709143505,0.0193556816954814,0.02697590142474,1.68543034513524,0.0500821959704859,0.0380600461893764,280,0.2478942947612116,0.7916666666666666,0.825,111,0.001,175,0.006003278532843077,0.30109712831535096,0.08511419345302748,0.13073820010040718,188.66666666666666
AGPS,0.1671581786235212,0.0066307847646906,0.0420018326425125,1.826899977507342,0.1048858814084184,0.0927944572748267,112,0.2616272293061314,0.825,0.902777777777778,89,6.2796989830360405e-19,424,0.051206078058941826,0.3398519456542845,5.344915140689095e-17,0.13035267457107547,208.33333333333334
HNF1B,0.3709547529116335,0.0063277497659457,0.0915550080121339,1.842734825230928,0.1784608326642963,0.1522863741339492,32,0.1959426058341128,0.725,0.8666666666666666,166,0.0008941454760496,244,0.15440499204960334,0.15448766125402166,0.076104471023635,0.12833237477575335,147.33333333333334
