gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
ECT2,0.761904761904762,0.7583333333333332,0.8111111111111111,0.2583333333333332
SLC6A20,0.7523809523809525,0.7583333333333332,0.7944444444444445,0.2583333333333332
TOB1,0.761904761904762,0.7583333333333332,0.9,0.2583333333333332
TNIK,0.7571428571428571,0.7583333333333332,0.8444444444444443,0.2583333333333332
SMIM4,0.7571428571428571,0.75,0.7333333333333333,0.25
CTIF,0.7523809523809524,0.75,0.8833333333333334,0.25
RPA4,0.7571428571428571,0.75,0.7777777777777778,0.25
BMP2K,0.7571428571428571,0.75,0.8805555555555555,0.25
POU2F2,0.7523809523809524,0.75,0.8111111111111111,0.25
ACO2,0.7523809523809525,0.75,0.8,0.25
MTFR2,0.7571428571428571,0.7499999999999999,0.7944444444444445,0.2499999999999999
ARMC3,0.7571428571428571,0.7499999999999999,0.7861111111111111,0.2499999999999999
EFHC1,0.7523809523809523,0.7499999999999999,0.8472222222222221,0.2499999999999999
TMEM88,0.7523809523809524,0.7499999999999999,0.775,0.2499999999999999
CSDC2,0.7476190476190475,0.7499999999999999,0.7916666666666666,0.2499999999999999
SLC38A9,0.7523809523809523,0.7499999999999999,0.8666666666666668,0.2499999999999999
SPATA6L,0.7333333333333334,0.7416666666666666,0.8944444444444443,0.24166666666666659
MCM7,0.7333333333333334,0.7416666666666666,0.8777777777777779,0.24166666666666659
SERTAD3,0.738095238095238,0.7416666666666666,0.8166666666666667,0.24166666666666659
KCNIP4,0.7476190476190475,0.7416666666666666,0.736111111111111,0.24166666666666659
NR0B2,0.7333333333333334,0.7416666666666666,0.8666666666666666,0.24166666666666659
EIF1B,0.7333333333333333,0.7416666666666666,0.7972222222222222,0.24166666666666659
COL18A1-AS1,0.7476190476190475,0.7416666666666666,0.8583333333333334,0.24166666666666659
STK38,0.7333333333333334,0.7416666666666666,0.9277777777777778,0.24166666666666659
FCN3,0.7333333333333333,0.7416666666666666,0.9555555555555555,0.24166666666666659
FAM131A,0.7333333333333334,0.7416666666666666,0.7722222222222221,0.24166666666666659
PQLC1,0.738095238095238,0.7333333333333333,0.8944444444444443,0.23333333333333328
AC079630.1,0.7285714285714285,0.7333333333333333,0.9333333333333333,0.23333333333333328
BAIAP2,0.738095238095238,0.7333333333333333,0.7694444444444445,0.23333333333333328
ZNF672,0.7285714285714285,0.7333333333333333,0.775,0.23333333333333328
YDJC,0.7285714285714285,0.7333333333333333,0.7277777777777777,0.23333333333333328
AGRP,0.7190476190476189,0.7333333333333333,0.8166666666666667,0.23333333333333328
SATB2,0.7333333333333333,0.7333333333333333,0.875,0.23333333333333328
SSBP3,0.7285714285714285,0.7333333333333333,0.7333333333333334,0.23333333333333328
GNA11,0.7285714285714285,0.7333333333333333,0.7833333333333334,0.23333333333333328
LINC02471,0.7285714285714285,0.7333333333333333,0.9277777777777777,0.23333333333333328
TSPAN1,0.7285714285714285,0.7333333333333332,0.8388888888888888,0.23333333333333317
GAS6,0.7238095238095238,0.7333333333333332,0.711111111111111,0.23333333333333317
MEF2D,0.7238095238095238,0.7333333333333332,0.9055555555555556,0.23333333333333317
TNFSF10,0.7238095238095238,0.7333333333333332,0.7833333333333334,0.23333333333333317
SH3BP5,0.7238095238095237,0.7333333333333332,0.8111111111111111,0.23333333333333317
IL1RL1,0.7238095238095237,0.7333333333333332,0.8416666666666666,0.23333333333333317
COX5B,0.7238095238095237,0.7333333333333332,0.8166666666666667,0.23333333333333317
YPEL2,0.7285714285714285,0.725,0.9166666666666666,0.22499999999999998
CFI,0.7285714285714285,0.725,0.8166666666666667,0.22499999999999998
CHRM3,0.7238095238095238,0.725,0.7666666666666666,0.22499999999999998
CHL1,0.7285714285714285,0.725,0.861111111111111,0.22499999999999998
HNF1B,0.7238095238095238,0.725,0.8666666666666666,0.22499999999999998
NLN,0.7285714285714285,0.725,0.85,0.22499999999999998
PRX,0.7285714285714285,0.725,0.888888888888889,0.22499999999999998
ALDH1L1-AS2,0.7238095238095238,0.725,0.8666666666666668,0.22499999999999998
RHOF,0.7285714285714285,0.725,0.8722222222222221,0.22499999999999998
ARRDC2,0.7285714285714285,0.725,0.8916666666666668,0.22499999999999998
DUSP3,0.7380952380952381,0.725,0.7277777777777777,0.22499999999999998
SMTN,0.7238095238095238,0.725,0.8583333333333334,0.22499999999999998
RAB20,0.7333333333333334,0.725,0.8722222222222221,0.22499999999999998
TUBB2A,0.7285714285714285,0.7249999999999999,0.95,0.22499999999999987
WBP11,0.7190476190476189,0.7249999999999999,0.8333333333333334,0.22499999999999987
FAM181B,0.7333333333333333,0.7249999999999999,0.736111111111111,0.22499999999999987
FLCN,0.7190476190476189,0.7249999999999999,0.8166666666666667,0.22499999999999987
MILR1,0.7333333333333334,0.7249999999999999,0.7416666666666666,0.22499999999999987
RUFY3,0.7238095238095238,0.7166666666666666,0.8083333333333333,0.21666666666666656
ZNF799,0.7142857142857142,0.7166666666666666,0.8722222222222221,0.21666666666666656
DIRAS1,0.7190476190476189,0.7166666666666666,0.9111111111111111,0.21666666666666656
PXN,0.7238095238095237,0.7166666666666666,0.8444444444444444,0.21666666666666656
SCAND1,0.7285714285714285,0.7166666666666666,0.6944444444444444,0.21666666666666656
RGCC,0.7238095238095237,0.7166666666666666,0.8611111111111113,0.21666666666666656
MET,0.7285714285714285,0.7166666666666666,0.7694444444444444,0.21666666666666656
DOC2A,0.7190476190476189,0.7166666666666666,0.8,0.21666666666666656
SPIN3,0.7285714285714285,0.7166666666666666,0.7722222222222223,0.21666666666666656
FLOT2,0.6952380952380952,0.7083333333333334,0.825,0.20833333333333337
SLC45A4,0.7,0.7083333333333333,0.8555555555555555,0.20833333333333326
MRPL15,0.7142857142857142,0.7083333333333333,0.875,0.20833333333333326
DESI1,0.7047619047619047,0.7083333333333333,0.8111111111111111,0.20833333333333326
DUSP6,0.7047619047619047,0.7083333333333333,0.9,0.20833333333333326
MPC1,0.7,0.7083333333333333,0.85,0.20833333333333326
NDUFB7,0.7047619047619047,0.7083333333333333,0.8444444444444444,0.20833333333333326
ZNF300,0.6952380952380952,0.7,0.7944444444444444,0.19999999999999996
GLUL,0.7,0.7,0.7166666666666666,0.19999999999999996
ORC4,0.7,0.7,0.9083333333333332,0.19999999999999996
NDUFV3,0.7047619047619047,0.7,0.6888888888888889,0.19999999999999996
NDUFB6,0.7,0.7,0.7444444444444445,0.19999999999999996
MRPL47,0.6904761904761905,0.7,0.8944444444444443,0.19999999999999996
CCDC40,0.6952380952380952,0.7,0.7444444444444445,0.19999999999999996
SESTD1,0.7047619047619047,0.7,0.7805555555555556,0.19999999999999996
HIST1H2BH,0.7142857142857142,0.7,0.9,0.19999999999999996
CRK,0.7,0.7,0.8055555555555556,0.19999999999999996
CRABP1,0.6952380952380952,0.7,0.8222222222222222,0.19999999999999996
YRDC,0.7,0.7,0.7638888888888888,0.19999999999999996
TRIM27,0.7047619047619048,0.7,0.7666666666666666,0.19999999999999996
CDC42SE2,0.6952380952380952,0.7,0.85,0.19999999999999996
TBC1D1,0.6904761904761905,0.7,0.7888888888888888,0.19999999999999996
IQGAP3,0.6761904761904762,0.7,0.8999999999999998,0.19999999999999996
TPST2,0.6904761904761905,0.7,0.8166666666666667,0.19999999999999996
PINK1,0.6904761904761905,0.6916666666666667,0.888888888888889,0.19166666666666665
RBP1,0.7,0.6916666666666667,0.7861111111111111,0.19166666666666665
GPC4,0.6952380952380952,0.6916666666666667,0.8305555555555555,0.19166666666666665
EGFLAM,0.6952380952380952,0.6916666666666667,0.8583333333333332,0.19166666666666665
CTXN1,0.6904761904761905,0.6916666666666667,0.9333333333333332,0.19166666666666665
CSNK1G1,0.6904761904761905,0.6833333333333333,0.7277777777777777,0.18333333333333335
CRHBP,0.6904761904761905,0.6833333333333333,0.5777777777777778,0.18333333333333335
ZNF503-AS1,0.6904761904761905,0.6833333333333333,0.8444444444444444,0.18333333333333335
MT2A,0.7,0.6833333333333332,0.7333333333333333,0.18333333333333324
RPGRIP1L,0.6952380952380952,0.6833333333333332,0.8583333333333334,0.18333333333333324
C14orf132,0.6714285714285715,0.675,0.8222222222222222,0.17500000000000004
DUSP1,0.6714285714285715,0.675,0.8555555555555555,0.17500000000000004
DNAJC19,0.680952380952381,0.675,0.8,0.17500000000000004
FAM71E1,0.6714285714285715,0.675,0.8027777777777778,0.17500000000000004
DSEL,0.6619047619047619,0.6749999999999999,0.8111111111111112,0.17499999999999993
GRAMD1B,0.6666666666666666,0.6749999999999999,0.7277777777777776,0.17499999999999993
LINC00900,0.6666666666666667,0.6666666666666666,0.8083333333333332,0.16666666666666663
STK36,0.6714285714285715,0.6666666666666666,0.7916666666666666,0.16666666666666663
COX7B,0.6619047619047619,0.6583333333333333,0.7861111111111111,0.15833333333333333
S1PR3,0.6619047619047619,0.6583333333333333,0.8666666666666668,0.15833333333333333
FLT1,0.6285714285714286,0.6333333333333333,0.7444444444444445,0.1333333333333333
PHC2,0.6333333333333333,0.6333333333333333,0.7416666666666667,0.1333333333333333
PPAT,0.638095238095238,0.6333333333333332,0.8277777777777778,0.1333333333333332
CTNNAL1,0.6095238095238095,0.6166666666666666,0.788888888888889,0.11666666666666659
ID2,0.6285714285714286,0.6166666666666666,0.7166666666666668,0.11666666666666659
ZFR2,0.5809523809523809,0.6,0.875,0.09999999999999998
IRS2,0.6,0.6,0.7666666666666668,0.09999999999999998
AL451064.1,0.5238095238095237,0.5666666666666667,0.825,0.06666666666666665
PCDHA9,0.5380952380952382,0.5416666666666667,0.7666666666666666,0.04166666666666674
LINC01122,0.5190476190476191,0.5416666666666666,0.8166666666666667,0.04166666666666663
LINC00635,0.4904761904761904,0.5333333333333333,0.8666666666666666,0.033333333333333326
LINC01933,0.48571428571428577,0.525,0.7999999999999999,0.025000000000000022
AC079601.1,0.45714285714285713,0.5,0.7333333333333333,0.0
UHRF1,0.45714285714285713,0.5,0.8333333333333333,0.0
PDIA2,0.45714285714285713,0.5,0.7333333333333333,0.0
AC090198.1,0.3952380952380952,0.4333333333333333,0.6083333333333333,0.0
AC084782.1,0.42857142857142855,0.4666666666666666,0.7666666666666666,0.0
AC078795.1,0.45714285714285713,0.5,0.7,0.0
E2F8,0.48571428571428577,0.5,0.6333333333333333,0.0
DCX,0.45714285714285713,0.5,0.7,0.0
DDIAS,0.45714285714285713,0.5,0.7333333333333332,0.0
SGO1,0.45714285714285713,0.5,0.8666666666666666,0.0
SNAP91,0.45714285714285713,0.5,0.7999999999999999,0.0
TFAP2E,0.42380952380952375,0.4666666666666666,0.5416666666666666,0.0
KCNK9,0.45714285714285713,0.5,0.8666666666666666,0.0
LACTB2-AS1,0.3904761904761905,0.4333333333333333,0.5888888888888888,0.0
LINC01410,0.42857142857142855,0.4666666666666666,0.7166666666666666,0.0
AC097634.1,0.45714285714285713,0.5,0.7666666666666665,0.0
AC025048.4,0.45714285714285713,0.5,0.7333333333333332,0.0
AC005697.2,0.45714285714285713,0.5,0.8333333333333334,0.0
