gene,mean_expr_CKD,mean_expr_Ref,diff_mean_log_expr,direction,cohen_d,t_stat,p_value,adj_p_value,f_classif_score,f_classif_p_value,statistical_rank_score,random_forest_importance,knn_permutation_importance_mean,knn_permutation_importance_std,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score,rf_importance_scaled,knn_permutation_importance_scaled,knn_single_gene_importance_scaled,statistical_score_scaled,combined_ml_biomarker_score
PLEKHH1,0.04462945107658314,0.0216795080440225,0.022949943032560642,up_in_CKD,2.155316265212733,5.808774835654694,1.2985039918095639e-05,0.002255664718706314,38.007721661650066,7.678709622605793e-07,0.13091864814404686,0.0039999999999999975,0.0,0.0,0.9095238095238095,0.9083333333333332,0.9055555555555556,0.4083333333333332,0.13793103448275854,0.0,0.8166666666666664,0.006074994856419291,0.38305407943105385
SAMD12,0.122503746441488,0.0625172479248144,0.05998649851667359,up_in_CKD,2.3971327150612525,6.416226677133594,4.836319276896938e-06,0.0013099642578916417,47.01473389322944,1.1010119242491536e-07,0.4145254019775561,0.004999999999999995,0.0,0.0,0.8809523809523808,0.8833333333333332,0.9333333333333332,0.3833333333333332,0.17241379310344812,0.0,0.7666666666666664,0.019235148854409415,0.37947921367892773
CDH6,0.2161553174282284,0.06979773104210038,0.14635758638612803,up_in_CKD,1.9361754901926,5.100873666580845,0.00011561375534527098,0.008556007761648754,30.671799781275443,4.589177379800344e-06,0.5859405307115667,0.006682120019675353,0.0,0.0,0.8476190476190476,0.85,0.9333333333333333,0.35,0.23041793171294322,0.0,0.7,0.027189294731517735,0.37760503163148085
TBL1XR1,0.36524492809980363,0.22884792133015136,0.13639700676965227,up_in_CKD,2.341218876303682,6.374020981745161,2.5323370165371607e-06,0.0009069518129597904,44.847047673496434,1.7188077045056612e-07,0.9715505964879222,0.0010000000000000007,0.0,0.0,0.9428571428571428,0.9416666666666667,0.9416666666666667,0.44166666666666665,0.03448275862068968,0.0,0.8833333333333333,0.045082690358375845,0.3761429748532844
MLIP,0.00124712531865148,0.0,0.00124712531865148,up_in_CKD,1.6602273584384901,4.321120393686019,0.0007041902338180105,0.023763560067963745,22.551994486698927,4.405998849388208e-05,0.0033626940277842747,0.001999999999999999,0.0,0.0,0.9428571428571428,0.9333333333333332,0.9333333333333332,0.43333333333333324,0.06896551724137928,0.0,0.8666666666666665,0.00015603849575367203,0.37428408126236906
VCAM1,0.27255927749054343,0.1302220118352116,0.14233726565533183,up_in_CKD,1.680986979278144,4.449412536634199,0.00038854366643477665,0.016773291314394152,23.11950456411267,3.718360338983424e-05,0.42479041586058813,0.0049999999999999975,0.0,0.0,0.8761904761904763,0.8749999999999998,0.9222222222222222,0.3749999999999998,0.1724137931034482,0.0,0.7499999999999996,0.019711474476652925,0.3729078121367097
SESN3,0.18645645891585252,0.10075617969532577,0.08570027922052675,up_in_CKD,2.209695732166867,6.048342134566925,4.296067291904238e-06,0.0012287994588098456,39.94981550800747,4.944632493629662e-07,0.5511694666740862,0.0008941454760496755,0.0,0.0,0.9380952380952381,0.9416666666666667,0.95,0.44166666666666665,0.030832602622402606,0.0,0.8833333333333333,0.02557581920167951,0.37078153822263027
CXADR,0.21832412902930423,0.11229492668490461,0.10602920234439962,up_in_CKD,1.6408155226000507,4.375188420744889,0.0003923342174508921,0.016836709538831922,22.027709284406825,5.162741200798684e-05,0.30858576688660355,0.0028734087694483722,0.0,0.0,0.9095238095238095,0.9083333333333332,0.9277777777777778,0.4083333333333332,0.09908306101546112,0.0,0.8166666666666664,0.014319250719253346,0.3691637412167017
ITGB8,0.4141085393672916,0.17161738845061597,0.2424911509166756,up_in_CKD,2.3821813502610243,6.2807668729069865,1.1934546964834152e-05,0.002137167947221227,46.430083517984485,1.2399741811044796e-07,1.5424397897217934,0.0019518240044555833,0.0,0.0,0.9095238095238095,0.9083333333333332,0.9361111111111111,0.4083333333333332,0.06730427601570978,0.0,0.8166666666666664,0.07157356054109573,0.3679030891811697
SYT16,0.011267388550879697,0.0006194378718480332,0.010647950679031664,up_in_CKD,1.7260034599938137,4.502044604751694,0.0004750628197655094,0.01894398740748152,24.374355904723224,2.5723208700799604e-05,0.03165731919629348,0.0059999999999999975,0.0,0.0,0.8476190476190476,0.8499999999999999,0.8583333333333332,0.34999999999999987,0.20689655172413787,0.0,0.6999999999999997,0.0014689889791246798,0.36305241848548003
CLDN1,0.08223732256545749,0.030082190811926868,0.05215513175353062,up_in_CKD,1.618543879941515,4.251420140626668,0.0006792388955677854,0.023236698538232847,21.43378056515018,6.190978760607795e-05,0.13791998940714675,0.007999999999999993,0.0,0.0,0.8095238095238095,0.8083333333333332,0.9666666666666666,0.30833333333333324,0.275862068965517,0.0,0.6166666666666665,0.00639987685577029,0.3582914696240274
ENPP5,0.09693005847175808,0.05512439174770243,0.04180566672405565,up_in_CKD,2.1078160665035424,5.66192058228006,2.000316715851556e-05,0.002921065976348714,36.35090648354018,1.129381391324853e-06,0.223333088474695,0.0018744855967078216,0.0,0.0,0.9095238095238095,0.9083333333333332,0.9027777777777779,0.4083333333333332,0.06463743436923523,0.0,0.8166666666666664,0.01036328577315592,0.35459429756899186
AP1G2,0.11709446990215851,0.06793349321478691,0.0491609766873716,up_in_CKD,1.6724863803495615,4.48840447234686,0.0002685302653036417,0.01383670159228889,22.88626930190273,3.9859890377898925e-05,0.15284627955013352,0.0018947368421052637,0.0,0.0,0.9095238095238095,0.9083333333333332,0.8722222222222221,0.4083333333333332,0.06533575317604358,0.0,0.8166666666666664,0.007092498855229806,0.35421946770813
DTX4,0.025702603068353282,0.011477817387002183,0.014224785681351099,up_in_CKD,1.8537125174719824,5.214536614618385,1.64265310814062e-05,0.0026039797558008683,28.114773524446207,9.024778341052136e-06,0.06814618181455215,0.004124487004103966,0.0,0.0,0.8523809523809524,0.8666666666666666,0.8916666666666666,0.3666666666666666,0.14222368979668848,0.0,0.7333333333333332,0.0031621752124457985,0.3508552442944978
GPX8,0.06992464562883056,0.030399605852931895,0.03952503977589867,up_in_CKD,1.79014635911372,4.722222476541357,0.0002387534798533486,0.012959494162914672,26.219650803120885,1.5203477992774701e-05,0.13354497635652807,0.0029999999999999988,0.0,0.0,0.8809523809523808,0.8833333333333332,0.925,0.3833333333333332,0.10344827586206894,0.0,0.7666666666666664,0.006196863899586749,0.3492853497914115
ORC5,0.04036433795155237,0.027393864523475885,0.012970473428076487,up_in_CKD,2.176763352951469,6.247498527120729,6.707364606486888e-07,0.00043240143829818806,38.76789841161155,6.45369525608845e-07,0.0949811894688771,0.002999999999999999,0.0,0.0,0.8857142857142858,0.8833333333333332,0.9,0.3833333333333332,0.10344827586206895,0.0,0.7666666666666664,0.004407395322667425,0.3489274560760277
