gene,mean_expr_CKD,mean_expr_Ref,diff_mean_log_expr,direction,cohen_d,t_stat,p_value,adj_p_value,f_classif_score,f_classif_p_value,statistical_rank_score,random_forest_importance,knn_permutation_importance_mean,knn_permutation_importance_std,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score,rf_importance_scaled,knn_permutation_importance_scaled,knn_single_gene_importance_scaled,statistical_score_scaled,combined_ml_biomarker_score
CSRNP1,0.03132065846009116,0.26502274465154396,-0.2337020861914528,down_in_CKD,-2.7005558814206143,-8.473974995283422,1.4638766101587347e-07,0.00013699051761517707,59.6700169255266,1.029029808281339e-08,2.438233303178654,0.018999999999999986,0.0,0.0,0.9714285714285715,0.975,0.975,0.475,0.655172413793103,0.0,0.95,0.11314090838505259,0.6646971471942517
F2RL3,0.0020764427530400465,0.04643953873498481,-0.04436309598194477,down_in_CKD,-2.0604009563350676,-6.466804238993011,5.446484897951361e-06,0.001350448947774094,34.733880825271044,1.6617543828863813e-06,0.2622908390921423,0.02010585452395032,0.0,0.0,0.9714285714285715,0.975,0.975,0.475,0.69330532841208,0.0,0.95,0.01217103537929497,0.659756338440691
USP2,0.09699924525970588,0.38572904814395853,-0.28872980288425265,down_in_CKD,-2.4122272997983054,-7.443662520348659,2.4331894987731955e-07,0.00020760831576297178,47.60869537548183,9.766880794538116e-08,2.564972424163375,0.01798977649143721,0.0,0.0,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.46666666666666656,0.6203371203943866,0.0,0.9333333333333331,0.11902196138249979,0.645272573767588
ERRFI1,0.057893996505786985,0.3733335625443239,-0.31543956603853696,down_in_CKD,-3.339899314850781,-10.396124227151663,2.656961222399745e-09,8.56427167353518e-06,91.26758809096951,9.433389650428427e-11,5.338595028163687,0.012215316490555145,0.0,0.0,1.0,1.0,1.0,0.5,0.421217810019143,0.0,1.0,0.24772588012760308,0.6180323000331779
NR4A3,0.002787625412840693,0.11921544908448817,-0.11642782367164747,down_in_CKD,-2.04944124465471,-6.438073665546712,6.075526755124404e-06,0.0013557771628166075,34.36534976147875,1.8171719170110403e-06,0.6842942356735499,0.01599999999999999,0.0,0.0,0.9428571428571428,0.95,0.975,0.44999999999999996,0.5517241379310341,0.0,0.8999999999999999,0.031753184293655694,0.5870402920311448
TOB2,0.1298848875368658,0.22920485396622928,-0.09931996642936347,down_in_CKD,-2.5776692521925937,-7.920544386219215,6.509724770926746e-08,8.210744156721083e-05,54.363099057538285,2.6603315852947902e-08,1.0459753699428425,0.015682874528104004,0.0,0.0,0.9428571428571428,0.9416666666666667,0.975,0.44166666666666665,0.5407887768311727,0.0,0.8833333333333333,0.048536209947360166,0.5793560860552744
ITPRIP,0.02307166759059353,0.10294507389181078,-0.07987340630121725,down_in_CKD,-1.8524273048985342,-5.7811583899153804,1.5921353845459744e-05,0.002551814779319266,28.075802072184384,9.120449722565925e-06,0.3836817669981771,0.013999999999999997,0.0,0.0,0.9714285714285715,0.975,0.975,0.475,0.4827586206896551,0.0,0.95,0.017803917119975088,0.576664231699857
TSC22D3,0.2675386179937494,0.7158396138307911,-0.4483009958370417,down_in_CKD,-2.6834224425884967,-8.137852129006426,1.531307793903453e-08,3.1730885072242265e-05,58.915276407716846,1.1737174300182377e-08,5.411631248061883,0.009679687644724365,0.0,0.0,0.9714285714285715,0.975,0.975,0.475,0.33378233257670226,0.0,0.95,0.2511149669116773,0.5637359264130164
GADD45A,0.22046047835645854,0.6222350065225292,-0.4017745281660706,down_in_CKD,-3.4697994196342106,-10.561000784257118,1.3090586493068663e-10,5.93134438084193e-07,98.50506555676833,3.835127354918563e-11,8.680704142989647,0.011894583576004656,0.0,0.0,0.880952380952381,0.875,0.9666666666666666,0.375,0.41015805434498814,0.0,0.75,0.4028091778089271,0.5446250572997807
HERPUD1,0.5762212359912442,0.8611035200164215,-0.28488228402517735,down_in_CKD,-3.262715824940638,-9.61989675105256,9.861970810485158e-11,5.93134438084193e-07,87.09802817169324,1.624232607180866e-10,5.7877914910787105,0.00997888458850027,0.0,0.0,0.9380952380952381,0.9333333333333332,0.9333333333333332,0.43333333333333324,0.34409946856897483,0.0,0.8666666666666665,0.268569864085702,0.538020426911397
ZNF331,0.04672623013768298,0.163161439784287,-0.116435209646604,down_in_CKD,-2.2170041833392045,-6.915375286114001,1.5210464524338266e-06,0.0007004056759540525,40.21451630953801,4.661245059132088e-07,0.814333069893506,0.011107228915662643,0.0,0.0,0.9666666666666666,0.9666666666666666,1.0,0.46666666666666656,0.38300789364353943,0.0,0.9333333333333331,0.0377873533002879,0.5340939614508067
NFKBIA,0.28492091859358104,0.7022551607462311,-0.41733424215265,down_in_CKD,-2.8931668355264852,-8.752890576818196,3.2043395406525373e-09,9.29578900743301e-06,68.48520822155729,2.3928214080992273e-09,6.075379673892828,0.00889414547604967,0.0,0.0,0.9380952380952381,0.9416666666666667,0.975,0.44166666666666665,0.30669467158791963,0.0,0.8833333333333333,0.2819147676279417,0.5323941554940895
MCL1,0.21270493439113924,0.4853608493956807,-0.27265591500454145,down_in_CKD,-1.757202493626113,-5.4688527925879775,2.752887018436302e-05,0.003533683734727306,25.26349584768406,1.99195565747318e-05,1.1746726920545056,0.013441713179996857,0.0,0.0,0.9095238095238095,0.9083333333333332,0.975,0.4083333333333332,0.4635073510343744,0.0,0.8166666666666664,0.054508129005087176,0.5229712328814338
LINC00473,0.00944382377423526,0.09898716523144264,-0.08954334145720738,down_in_CKD,-1.9742097501107663,-6.161306725965652,7.201872652038744e-06,0.00151395888141771,31.88867021535612,3.3608356372540515e-06,0.49849192572374446,0.010679687644724368,0.0,0.0,0.9380952380952381,0.9416666666666667,0.9416666666666667,0.44166666666666665,0.36826509119739204,0.0,0.8833333333333333,0.023131432593210745,0.5052656563309323
CDC42EP4,0.07066823137632693,0.1374038155597885,-0.06673558418346158,down_in_CKD,-2.338253437277709,-7.020679490892149,1.341575249135105e-07,0.00012973032659136465,44.73351112042655,1.760011319569956e-07,0.6065393066580609,0.010999999999999996,0.0,0.0,0.9428571428571428,0.9333333333333332,0.9666666666666666,0.43333333333333324,0.3793103448275861,0.0,0.8666666666666665,0.0281451360856524,0.5040198318148316
FKBP5,0.0892744088026857,0.5185646827957151,-0.42929027399302944,down_in_CKD,-2.7267107698917137,-8.415242210731186,3.439885825279986e-08,6.236942986960775e-05,60.83142236708286,8.422669332370751e-09,4.922197528629544,0.009877496003137327,0.0,0.0,0.880952380952381,0.8833333333333332,0.975,0.3833333333333332,0.3406033104530113,0.0,0.7666666666666664,0.2284038606616482,0.48858876298020076
GABARAPL1,0.3669094375191278,0.6219690898483805,-0.2550596523292527,down_in_CKD,-2.9297293603565517,-8.768546944156009,1.5134425435373482e-09,5.48812102350231e-06,70.22711556765172,1.821881858258726e-09,3.930995914462371,0.00887568681318681,0.0,0.0,0.9095238095238095,0.9083333333333332,0.9583333333333333,0.4083333333333332,0.306058165971959,0.0,0.8166666666666664,0.1824093076082535,0.48557179457710087
TP53INP2,0.061718319231079635,0.17693400132591686,-0.11521568209483722,down_in_CKD,-2.5815688611062932,-8.015159341270271,1.2602530293829106e-07,0.00012606875993930426,54.527709147002554,2.580775759880662e-08,1.1598244596593796,0.010577458104108662,0.0,0.0,0.9142857142857143,0.9083333333333332,0.975,0.4083333333333332,0.36473993462443666,0.0,0.8166666666666664,0.05381912910548494,0.48332646633753823
MEPCE,0.08763651223731189,0.14651853262856154,-0.05888202039124965,down_in_CKD,-2.025978653318117,-6.246709228646603,3.134177377705493e-06,0.0010450860428417971,33.5830050302784,2.2008503126056583e-06,0.35559643017709963,0.008665516575437973,0.0,0.0,0.9380952380952381,0.9416666666666667,0.9666666666666666,0.44166666666666665,0.2988109163944129,0.0,0.8833333333333333,0.016500678206744626,0.4761578355324474
SH3RF3-AS1,0.00042916692186150665,0.006318982293048972,-0.005889815371187466,down_in_CKD,-2.177147379835139,-6.794484010865882,1.9980432530046628e-06,0.0007995571276150148,38.78157856518826,6.433657888529184e-07,0.039714748803367186,0.0077867722403353505,0.0,0.0,0.9428571428571428,0.95,0.95,0.44999999999999996,0.2685093875977707,0.0,0.8999999999999999,0.00184287645896694,0.46777233033090165
ESM1,0.013739136601197709,0.09870747907962224,-0.08496834247842452,down_in_CKD,-2.6250561873010514,-8.12241578270072,7.646211621741885e-08,9.242358297780503e-05,56.380254434898,1.8413092493641955e-08,0.8998187250436704,0.008105854523950325,0.0,0.0,0.9380952380952381,0.9333333333333332,1.0,0.43333333333333324,0.27951222496380435,0.0,0.8666666666666665,0.041754129024732294,0.4668223824571348
LRRC10B,0.00110485089283304,0.020352163126385,-0.019247312233551958,down_in_CKD,-2.2554599728780365,-7.070110328096093,1.5959438933442894e-06,0.0007122820360910436,41.62172473026813,3.418801151099179e-07,0.13663123129360596,0.005999999999999997,0.0,0.0,0.9714285714285715,0.975,0.975,0.475,0.20689655172413782,0.0,0.95,0.006340074841145799,0.46402663565788427
WFDC1,0.02193029495860157,0.08827268340420723,-0.06634238844560567,down_in_CKD,-1.9987766553055681,-6.228684586115888,5.767887504644463e-06,0.0013557771628166075,32.68724823650055,2.7488558207014164e-06,0.38028220321788203,0.010015041301209077,0.0,0.0,0.8761904761904763,0.8833333333333332,0.975,0.3833333333333332,0.3453462517658303,0.0,0.7666666666666664,0.01764616776362183,0.4483344009257231
BRSK2,0.001683443047020173,0.015332437266639782,-0.013648994219619608,down_in_CKD,-2.040957874907783,-6.3865306236080315,5.310374398228644e-06,0.00134389327395492,34.08143765848441,1.947449034164573e-06,0.07999520617077524,0.006779359341892058,0.0,0.0,0.9428571428571428,0.9416666666666667,0.975,0.44166666666666665,0.2337710117893813,0.0,0.8833333333333333,0.0037120033922971606,0.4475841387275453
NR4A1,0.08547374703117035,0.8395070919923092,-0.7540333449611388,down_in_CKD,-2.209905888646691,-6.929798123755536,2.1285401844175992e-06,0.00081876110896258,39.957414845525356,4.936245608340521e-07,5.143738046911556,0.0047818888067112965,0.0,0.0,0.9142857142857143,0.9166666666666666,0.95,0.41666666666666663,0.16489271747280335,0.0,0.8333333333333333,0.23868396611744905,0.44702721354594444
