cell_class,gene,rank_score,adj_p_value,diff_mean_log_expr,cohen_d,pct_expr_case,pct_expr_control,traditional_rank,combined_ml_biomarker_score,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,ml_rank,random_forest_importance,rf_rank,traditional_score_scaled,ml_score_scaled,rf_score_scaled,consensus_score,mean_rank
endothelial cells,LRRC8C,0.45505393169275665,0.00922940473866151,0.11934804964576487,1.8737869102122193,0.18468237704918034,0.1413919413919414,16,0.36430379663758883,0.925,1.0,3,0.0020000000000000005,83,0.08796252144482965,0.7237855869732679,0.2303883608248434,0.3473788230809803,34.0
endothelial cells,SLC16A7,0.11631733066566184,0.043922373400238024,0.04798744689749987,1.7858146848145382,0.052510245901639344,0.019413919413919414,51,0.30942222856980467,0.8416666666666666,0.7999999999999999,14,0.0031317128504294274,62,0.011826026257158654,0.5954589912985675,0.3607550950922668,0.322680037549331,42.333333333333336
endothelial cells,KIF12,0.1294065856313002,0.014214520155470025,0.03320552381353905,2.1096780475483716,0.031762295081967214,0.00695970695970696,47,0.3091326432753287,0.8416666666666666,0.8722222222222221,15,0.003105263157894736,64,0.014768046678571012,0.594781869701902,0.35770824443857246,0.32241938693968186,42.0
endothelial cells,SMAD1,0.7260387709552569,0.009354007557000214,0.1571861454808881,2.2764756684000624,0.1598360655737705,0.063003663003663,11,0.24019854091328505,0.7583333333333332,0.8833333333333334,42,0.0028947804473902234,72,0.14887071928315787,0.43359699482575786,0.3334618611110201,0.3053098584066453,41.666666666666664
endothelial cells,LBR,0.4351218227302785,0.007353428583573832,0.1036594507364191,1.9674660830667026,0.140625,0.10329670329670329,18,0.30322932557795224,0.8499999999999999,0.9166666666666666,17,0.001999151103565365,95,0.08348245961064815,0.5809784619283691,0.23029057289580052,0.29825049814493926,43.333333333333336
endothelial cells,ELK4,0.5747582447202778,0.0050231853038671575,0.12134223911262701,2.0602992504848077,0.19672131147540983,0.15677655677655677,12,0.2778154572190984,0.8166666666666667,0.9055555555555556,31,0.002112496644236854,79,0.11486798966151736,0.5215545911419386,0.24334731955685554,0.29325663345343717,40.666666666666664
endothelial cells,ZFP36L1,1.3240849296221218,0.008396251402521149,0.3404977012628204,1.8732346479653628,0.5279200819672131,0.4087912087912088,7,0.2579407047765357,0.8083333333333332,0.8972222222222221,37,0.0008856607310215558,158,0.28329120512165984,0.47508253484643626,0.10202296203349437,0.2867989006671968,67.33333333333333
endothelial cells,KAT2A,0.1557352039307084,0.025572665942831734,0.06207201521670376,1.5757480784557996,0.08247950819672131,0.05531135531135531,43,0.3025775648895145,0.85,0.9166666666666666,18,0.0019999999999999996,90,0.020685826789644916,0.5794544852402665,0.2303883608248433,0.27684289095158493,50.333333333333336
endothelial cells,MAP3K1,0.42018969570364356,0.006308095682509846,0.0879099138249829,2.1725249942727918,0.11552254098360656,0.06556776556776557,19,0.27608558715070847,0.8166666666666667,0.95,32,0.0019999999999999996,93,0.08012622407525602,0.5175097297312393,0.2303883608248433,0.27600810487711286,48.0
endothelial cells,RASSF7,0.24489597247521336,0.004975931945063676,0.04617398177966305,2.302855560024852,0.04252049180327869,0.012454212454212455,29,0.25664805283904824,0.7833333333333333,0.9166666666666666,38,0.0026679608938014214,76,0.0407261424940431,0.47205999689115785,0.3073335685338467,0.2733732359730159,47.666666666666664
