cell_class,gene,diff_mean_log_expr,direction,cohen_d,adj_p_value,rank_score,pct_expr_case,pct_expr_control,random_forest_importance,knn_permutation_importance_mean,knn_permutation_importance_std,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score,traditional_score_scaled,rf_score_scaled,knn_score_scaled,combined_ml_biomarker_score
epithelial cells,PDK4,-0.9758748196034257,down_in_CKD,-3.9463197059406903,3.131432455892714e-06,21.197521176764003,0.10943960149439602,0.6032145267161524,0.03599999999999999,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
epithelial cells,PER1,-0.28743525546353216,down_in_CKD,-3.811564095099948,3.131432455892714e-06,6.0303422685981385,0.04430884184308842,0.319244218146126,0.034112676056338026,0.0,0.0,1.0,1.0,1.0,0.5,0.28448337040504496,0.9475743348982788,1.0,0.8359264080403205
epithelial cells,ZFAND5,-0.6350444271225002,down_in_CKD,-3.7134579376100754,3.7815517806798156e-07,15.14520764413852,0.2959651307596513,0.6476903257468867,0.027999999999999997,0.0,0.0,0.9714285714285715,0.975,1.0,0.475,0.7144801280227132,0.7777777777777779,0.9361702127659575,0.8284752218220368
epithelial cells,ERRFI1,-0.4024153664395874,down_in_CKD,-2.9396236168074084,0.00010447129328159128,4.709326398377458,0.05285180572851806,0.33979510459481016,0.031107228915662647,0.0,0.0,0.9666666666666666,0.9666666666666666,1.0,0.46666666666666656,0.22216401432539482,0.8640896921017405,0.9148936170212764,0.7560261265142857
epithelial cells,CSRNP1,-0.21423117386676832,down_in_CKD,-2.2363551498643655,0.0017360305367827716,1.3225197568898777,0.027895392278953924,0.23421875958530153,0.030125,0.0,0.0,1.0,1.0,1.0,0.5,0.062390302425529766,0.8368055555555558,1.0,0.7472002827073283
epithelial cells,NR4A3,-0.13109571138219378,down_in_CKD,-1.86519775636846,0.004564298574643091,0.5723285164474547,0.0007471980074719801,0.12336666462180235,0.03345346253133276,0.0,0.0,0.9428571428571428,0.95,1.0,0.44999999999999996,0.026999785101043876,0.9292628480925769,0.8723404255319148,0.7260412664700056
epithelial cells,NFIL3,-0.1273701276013783,down_in_CKD,-1.8889754138350743,0.004119031610487812,0.5738780019612467,0.041469489414694895,0.17238206245015644,0.02825051440329217,0.0,0.0,1.0,1.0,1.0,0.5,0.02707288258734291,0.7847365112025605,1.0,0.7193091809984928
epithelial cells,ORC5,0.01648150736454797,up_in_CKD,2.7178271759822024,7.787295072062117e-05,0.1840407696164383,0.040273972602739724,0.03533525550579719,0.03011044417767106,0.0,0.0,0.9714285714285715,0.9666666666666666,1.0,0.46666666666666656,0.008682183547865848,0.8364012271575296,0.9148936170212764,0.7022543743810956
epithelial cells,SLC25A33,-0.18428205183763927,down_in_CKD,-3.799071129621968,3.7815517806798156e-07,4.496277197015424,0.08545454545454545,0.27329611680265015,0.023124999999999993,0.0,0.0,1.0,1.0,1.0,0.5,0.21211334851473523,0.642361111111111,1.0,0.6993671141473915
epithelial cells,USP2,-0.3722134893835511,down_in_CKD,-2.464855126775991,0.00034091792456032705,3.181128478544009,0.089813200498132,0.3577694619961965,0.02742885381743275,0.0,0.0,0.9333333333333333,0.9333333333333332,1.0,0.43333333333333324,0.15007077723932424,0.7619126060397988,0.8297872340425531,0.6666940914808057
epithelial cells,TIPARP,-0.2558943440911865,down_in_CKD,-2.6759670968397358,0.0003536078399454186,2.363450876410324,0.03745952677459527,0.22937243113919392,0.02321067958189007,0.0,0.0,0.9714285714285715,0.975,1.0,0.475,0.11149656871205574,0.6447410994969466,0.9361702127659575,0.6546638386475728
