gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
CTNNB1,0.7238095238095238,0.7166666666666666,0.8055555555555556,0.21666666666666656
MYCN,0.719047619047619,0.7166666666666666,0.7972222222222222,0.21666666666666656
CLIC5,0.719047619047619,0.7083333333333333,0.8027777777777777,0.20833333333333326
RC3H1,0.7285714285714285,0.7083333333333333,0.7722222222222223,0.20833333333333326
PDK4,0.6761904761904762,0.7083333333333333,0.9777777777777779,0.20833333333333326
PINK1,0.719047619047619,0.7083333333333333,0.8555555555555555,0.20833333333333326
EIF1,0.6904761904761905,0.7083333333333333,0.8472222222222221,0.20833333333333326
COTL1,0.6857142857142857,0.7,0.8027777777777778,0.19999999999999996
NREP,0.7142857142857143,0.7,0.6972222222222223,0.19999999999999996
STMN1,0.6904761904761905,0.7,0.8722222222222221,0.19999999999999996
OAF,0.6857142857142857,0.7,0.875,0.19999999999999996
MEPCE,0.719047619047619,0.7,0.7791666666666666,0.19999999999999996
UBE2D2,0.6904761904761905,0.7,0.736111111111111,0.19999999999999996
PSMB9,0.7238095238095238,0.6916666666666667,0.8027777777777778,0.19166666666666665
EZR,0.6857142857142856,0.6916666666666667,0.6055555555555555,0.19166666666666665
GRB7,0.719047619047619,0.6916666666666667,0.8027777777777778,0.19166666666666665
JUND,0.6904761904761905,0.6916666666666667,0.8833333333333332,0.19166666666666665
TP53I11,0.6904761904761905,0.6916666666666667,0.736111111111111,0.19166666666666665
FLRT2,0.6952380952380952,0.6916666666666667,0.7333333333333333,0.19166666666666665
P2RY8,0.6857142857142857,0.6916666666666667,0.861111111111111,0.19166666666666665
CNOT6L,0.7238095238095238,0.6916666666666667,0.8027777777777778,0.19166666666666665
POMP,0.7,0.6833333333333333,0.8833333333333332,0.18333333333333335
TBL1XR1,0.6857142857142857,0.6833333333333333,0.8555555555555555,0.18333333333333335
CTSC,0.6857142857142856,0.6833333333333332,0.7583333333333332,0.18333333333333324
TMEM88,0.6904761904761905,0.6833333333333332,0.8666666666666666,0.18333333333333324
CNST,0.6904761904761905,0.6833333333333332,0.775,0.18333333333333324
PTPRB,0.6476190476190476,0.675,0.775,0.17500000000000004
PLAT,0.6857142857142857,0.675,0.8194444444444444,0.17500000000000004
BMP2K,0.6952380952380952,0.675,0.7305555555555555,0.17500000000000004
WBP11,0.6904761904761905,0.6749999999999999,0.7611111111111111,0.17499999999999993
PDIA5,0.657142857142857,0.6666666666666666,0.8791666666666667,0.16666666666666663
PPM1A,0.6904761904761905,0.6666666666666666,0.8166666666666667,0.16666666666666663
HLA-C,0.6857142857142857,0.6666666666666666,0.7749999999999999,0.16666666666666663
RHOB,0.6476190476190476,0.6583333333333333,0.7805555555555556,0.15833333333333333
CTSL,0.661904761904762,0.6583333333333332,0.7444444444444445,0.15833333333333321
ARHGEF15,0.6857142857142857,0.6583333333333332,0.8583333333333334,0.15833333333333321
PTBP3,0.6857142857142857,0.6583333333333332,0.7347222222222222,0.15833333333333321
EHD1,0.6619047619047619,0.65,0.7611111111111111,0.15000000000000002
ATL3,0.661904761904762,0.65,0.7722222222222221,0.15000000000000002
OGT,0.6904761904761905,0.65,0.7499999999999999,0.15000000000000002
C1orf52,0.680952380952381,0.65,0.8138888888888889,0.15000000000000002
CDKN1C,0.657142857142857,0.6499999999999999,0.8916666666666666,0.1499999999999999
MED30,0.6523809523809524,0.6416666666666666,0.6583333333333334,0.1416666666666666
TOX2,0.6571428571428571,0.6333333333333333,0.8111111111111111,0.1333333333333333
TSPAN14,0.6333333333333333,0.6249999999999999,0.725,0.12499999999999989
DDAH1,0.6333333333333333,0.6249999999999999,0.6611111111111111,0.12499999999999989
PRX,0.6000000000000001,0.6166666666666667,0.6805555555555556,0.1166666666666667
MOB1B,0.6238095238095237,0.6166666666666666,0.6777777777777778,0.11666666666666659
PEX2,0.6380952380952382,0.6166666666666666,0.7138888888888888,0.11666666666666659
PCTP,0.6190476190476191,0.6083333333333333,0.7166666666666666,0.10833333333333328
TNFAIP3,0.6285714285714286,0.6083333333333333,0.7388888888888888,0.10833333333333328
ANKMY2,0.6333333333333333,0.6083333333333333,0.7527777777777777,0.10833333333333328
KHDRBS3,0.6285714285714284,0.6083333333333333,0.75,0.10833333333333328
NDUFS4,0.6285714285714286,0.6083333333333332,0.7166666666666667,0.10833333333333317
HLA-B,0.6238095238095238,0.6,0.736111111111111,0.09999999999999998
ITGA8,0.5904761904761905,0.6,0.6083333333333334,0.09999999999999998
EGFR,0.619047619047619,0.5999999999999999,0.7722222222222221,0.09999999999999987
STX7,0.5904761904761904,0.575,0.7027777777777777,0.07499999999999996
TEAD2,0.5666666666666667,0.575,0.6972222222222222,0.07499999999999996
ARHGDIB,0.5285714285714286,0.5083333333333333,0.7722222222222224,0.008333333333333304
FGFR1,0.5285714285714286,0.5083333333333333,0.5944444444444444,0.008333333333333304
