gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
BAHCC1,0.780952380952381,0.75,0.8166666666666667,0.25
TAS2R4,0.7761904761904762,0.75,0.7611111111111111,0.25
RDH5,0.7476190476190475,0.7499999999999999,0.8472222222222221,0.2499999999999999
PIK3R1,0.7761904761904762,0.7499999999999999,0.8944444444444445,0.2499999999999999
CCR5,0.7476190476190475,0.7499999999999999,0.8611111111111113,0.2499999999999999
AL160272.1,0.7857142857142858,0.7499999999999998,0.7499999999999998,0.24999999999999978
MAP3K8,0.7380952380952381,0.7416666666666667,0.8444444444444444,0.2416666666666667
ARHGDIB,0.7476190476190476,0.7416666666666666,0.8305555555555555,0.24166666666666659
TNFAIP8L1,0.7476190476190476,0.7416666666666666,0.7666666666666667,0.24166666666666659
AC092279.1,0.7523809523809525,0.7416666666666666,0.8416666666666666,0.24166666666666659
PLIN2,0.7523809523809524,0.7416666666666666,0.8444444444444444,0.24166666666666659
ENAH,0.7523809523809525,0.7416666666666666,0.861111111111111,0.24166666666666659
SIAH2,0.7761904761904762,0.7416666666666666,0.8305555555555557,0.24166666666666659
RABGAP1,0.7142857142857142,0.7333333333333333,0.8416666666666666,0.23333333333333328
DNAAF4,0.7761904761904762,0.7333333333333333,0.763888888888889,0.23333333333333328
NAMPT,0.7095238095238094,0.7333333333333333,0.8722222222222221,0.23333333333333328
CDH2,0.7523809523809524,0.7333333333333333,0.7722222222222223,0.23333333333333328
TP53BP2,0.7428571428571428,0.7333333333333332,0.8527777777777776,0.23333333333333317
SPTBN1,0.7476190476190476,0.7333333333333332,0.8555555555555555,0.23333333333333317
HOXB5,0.7476190476190476,0.7333333333333332,0.8666666666666666,0.23333333333333317
CD55,0.7190476190476189,0.7333333333333332,0.8722222222222223,0.23333333333333317
CDHR1,0.7571428571428571,0.7333333333333332,0.8,0.23333333333333317
CCDC24,0.7142857142857143,0.725,0.7833333333333334,0.22499999999999998
UPP1,0.7190476190476189,0.725,0.7666666666666666,0.22499999999999998
TIFA,0.719047619047619,0.725,0.7638888888888888,0.22499999999999998
MZF1-AS1,0.7571428571428572,0.725,0.8416666666666666,0.22499999999999998
PGAP1,0.7523809523809524,0.7249999999999999,0.9027777777777779,0.22499999999999987
GAREM1,0.7523809523809524,0.7249999999999999,0.8277777777777778,0.22499999999999987
ZFP36L2,0.7142857142857142,0.7166666666666666,0.8722222222222223,0.21666666666666656
AXIN2,0.7476190476190475,0.7166666666666666,0.7722222222222221,0.21666666666666656
JCHAIN,0.7238095238095238,0.7083333333333333,0.8027777777777778,0.20833333333333326
ZFYVE9,0.7095238095238094,0.7083333333333333,0.8333333333333333,0.20833333333333326
CARMIL1,0.7142857142857142,0.7083333333333333,0.7861111111111111,0.20833333333333326
FYN,0.6857142857142857,0.7,0.7583333333333333,0.19999999999999996
MPP5,0.6904761904761905,0.6916666666666667,0.7222222222222221,0.19166666666666665
THBD,0.6857142857142857,0.6916666666666667,0.7777777777777777,0.19166666666666665
ZNF696,0.7190476190476189,0.6916666666666667,0.8055555555555556,0.19166666666666665
FZD2,0.6857142857142857,0.6916666666666667,0.7416666666666666,0.19166666666666665
SLC31A2,0.680952380952381,0.6916666666666667,0.861111111111111,0.19166666666666665
PIK3C2B,0.680952380952381,0.6833333333333333,0.8722222222222221,0.18333333333333335
DCTN3,0.6857142857142857,0.6833333333333333,0.8027777777777778,0.18333333333333335
KIF22,0.6857142857142857,0.6833333333333333,0.7236111111111111,0.18333333333333335
SPIN3,0.6952380952380952,0.6833333333333332,0.7555555555555555,0.18333333333333324
ARL4A,0.6904761904761905,0.6749999999999999,0.725,0.17499999999999993
FAM49A,0.6523809523809525,0.6666666666666666,0.7388888888888889,0.16666666666666663
DBI,0.6571428571428571,0.6583333333333333,0.7388888888888889,0.15833333333333333
KLRF1,0.6571428571428571,0.6583333333333333,0.7638888888888888,0.15833333333333333
ARHGAP17,0.6619047619047619,0.6583333333333333,0.7694444444444444,0.15833333333333333
SP100,0.6761904761904762,0.6583333333333333,0.7694444444444446,0.15833333333333333
RUNX3,0.6761904761904762,0.6583333333333333,0.6777777777777778,0.15833333333333333
CCNH,0.6190476190476191,0.65,0.711111111111111,0.15000000000000002
HNRNPH1,0.6476190476190476,0.65,0.8166666666666668,0.15000000000000002
C3AR1,0.6523809523809524,0.6416666666666666,0.8111111111111111,0.1416666666666666
FAM199X,0.6523809523809524,0.6333333333333333,0.8083333333333332,0.1333333333333333
SH2D3C,0.6523809523809524,0.6333333333333333,0.7527777777777777,0.1333333333333333
SESN3,0.6333333333333334,0.6333333333333333,0.7888888888888889,0.1333333333333333
STX11,0.6238095238095238,0.6333333333333333,0.8055555555555557,0.1333333333333333
DGUOK,0.6619047619047619,0.6166666666666666,0.7583333333333334,0.11666666666666659
DUSP2,0.6523809523809523,0.6166666666666666,0.7916666666666666,0.11666666666666659
HCFC2,0.5904761904761904,0.6166666666666666,0.736111111111111,0.11666666666666659
TMTC4,0.5952380952380952,0.6,0.6444444444444445,0.09999999999999998
LITAF,0.5904761904761904,0.5916666666666666,0.7972222222222222,0.09166666666666656
ZNF296,0.6285714285714284,0.5833333333333333,0.8027777777777778,0.08333333333333326
SLC22A5,0.5952380952380952,0.5666666666666667,0.7027777777777777,0.06666666666666665
