cell_class,gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,direction,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_patients,n_control_patients,passes_expression_filter,rank_score
stroma cells,PSMD1,0.2187837762980828,0.18618737869136068,0.032596397606722116,up_in_CKD,0.5023253827709923,1.5359070054053396,0.13723201591151984,0.9327994739673052,0.15423976608187134,0.1633187772925764,-0.009079011210705062,14,18,True,0.0004946864352426538
stroma cells,FANCF,0.045782943130276206,0.02759084510157621,0.018192098028699998,up_in_CKD,0.6620836465709954,1.7743866928357064,0.08978913604936115,0.9099155957120283,0.04093567251461988,0.025327510917030567,0.015608161597589314,14,18,True,0.0004938189596775235
stroma cells,FBXO30,0.09214041255303898,0.06466515560421161,0.027475256948827367,up_in_CKD,0.5948899285555233,1.5831030589879487,0.1282517387378502,0.9327994739673052,0.07309941520467836,0.06200873362445415,0.011090681580224207,14,18,True,0.0004938029161707013
stroma cells,PRPSAP2,0.10448692477350832,0.07464804682510356,0.029838877948404757,up_in_CKD,0.5474401850307317,1.5114595206176413,0.14266323910345324,0.9327994739673052,0.07894736842105263,0.07248908296943231,0.006458285451620319,14,18,True,0.0004935082680900047
stroma cells,MUL1,0.08215413113104952,0.05401797906435874,0.028136152066690782,up_in_CKD,0.5780929746764619,1.5505342622329943,0.13515833509537636,0.9327994739673052,0.051900584795321635,0.05764192139737991,-0.005741336602058278,14,18,True,0.0004914028437718053
stroma cells,COMMD10,0.12016596220093838,0.08923625203322005,0.030929710167718324,up_in_CKD,0.5254705592405953,1.4635664842675324,0.15475510499529593,0.9327994739673052,0.08991228070175439,0.08733624454148471,0.0025760361602696763,14,18,True,0.0004910203712527827
stroma cells,FAM174C,0.0274421011398391,0.0,0.0274421011398391,up_in_CKD,0.5911431023636717,1.4560211820795586,0.16911019298183028,0.9327994739673052,0.04093567251461988,0.0,0.04093567251461988,14,18,True,0.0004901006273049015
stroma cells,TRPM7,0.13514386392661457,0.10066014791054141,0.034483716016073154,up_in_CKD,0.4702169287462559,1.2202468503201944,0.23813329291775345,0.9327994739673052,0.10891812865497076,0.08820960698689956,0.020708521668071203,14,18,True,0.0004898776115392461
stroma cells,NSF,0.08900323268943867,0.05958930480963745,0.029413927879801224,up_in_CKD,0.5510855790073745,1.5013022306600419,0.14613787659773972,0.9327994739673052,0.059941520467836254,0.04716157205240175,0.012779948415434506,14,18,True,0.000489719436322443
stroma cells,GET3,0.028926770620237373,0.0,0.028926770620237373,up_in_CKD,0.5598062642647765,1.3788366562533243,0.19120862022041302,0.9327994739673052,0.041666666666666664,0.0,0.041666666666666664,14,18,True,0.0004892298834467167
stroma cells,RAD23B,0.1553512143910247,0.1207434390101146,0.0346077753809101,up_in_CKD,0.4673759900479028,1.2939274965214,0.2068543958324233,0.9327994739673052,0.1111111111111111,0.11266375545851529,-0.0015526443474041807,14,18,True,0.0004886696340337897
stroma cells,SPPL2B,0.07839069653779995,0.04660540817676687,0.03178528836103308,up_in_CKD,0.507691413431586,1.4228873517506897,0.16583323000108996,0.9327994739673052,0.06286549707602339,0.02445414847161572,0.03841134860440767,14,18,True,0.00048752988807341244
stroma cells,NOTCH2,0.2607918074945938,0.21999052111832534,0.04080128637626845,up_in_CKD,0.39541735067495415,1.1064043198092524,0.27804262869208923,0.9327994739673052,0.16447368421052633,0.1781659388646288,-0.013692254654102481,14,18,True,0.00048742168752251356
stroma cells,SLC9A3R1,0.05693751048361329,0.03107122668523883,0.02586628379837446,up_in_CKD,0.6232701779710809,1.6420936729787616,0.11634036982760738,0.9327994739673052,0.04093567251461988,0.03580786026200873,0.00512781225261115,14,18,True,0.0004870635804021174
stroma cells,CPD,0.12208378579459041,0.0912053536898,0.03087843210479041,up_in_CKD,0.5220909284845611,1.4477600638061856,0.15932283742505468,0.9327994739673052,0.09649122807017543,0.08820960698689956,0.008281621083275875,14,18,True,0.00048705348912607427
stroma cells,AP1S1,0.12390394940590917,0.09302299327948861,0.030880956126420556,up_in_CKD,0.520834745594244,1.3814258529541372,0.1818862047293868,0.9327994739673052,0.1118421052631579,0.09344978165938865,0.018392323603769245,14,18,True,0.00048592132472537327
stroma cells,GTF3C2,0.06227652521010165,0.04095827234737048,0.021318252862731174,up_in_CKD,0.6290161701812258,1.7351070062880327,0.09454891697250103,0.9200010375367782,0.04824561403508772,0.0462882096069869,0.0019574044281008146,14,18,True,0.00048558149472397263
