gene,random_forest_importance
KLF6,0.002015538033395177
SEMA3B-AS1,0.002013419389327379
PTEN,0.002000000000000004
ADAM12,0.002000000000000003
VIM-AS1,0.0020000000000000026
PINK1,0.002000000000000002
ELK3,0.0020000000000000013
FIGN,0.002000000000000001
UQCRH,0.002000000000000001
STAT2,0.002000000000000001
MIR181A1HG,0.002000000000000001
NAP1L5,0.002000000000000001
RNF144B,0.0019999999999999996
FMNL2,0.001999999999999999
ENPP5,0.001999999999999999
STK40,0.001999999999999998
ZFP64,0.001999999999999998
IDI1,0.0019844619666048256
VPS37B,0.0019073269066662802
CDH6,0.0018945835760046607
ZNF672,0.0018945835760046604
SLC45A4,0.0018936915887850473
USP36,0.0018872849348567557
CTSS,0.0018756868131868136
NDUFV3,0.0018734087694483761
PLEKHH1,0.001870827285921626
CASP10,0.0017662248465819884
TRIM27,0.0017459459459459484
CNBP,0.001692803686454305
LIMD2,0.0012510782346555958
PPTC7,0.0012396168917494434
TRDMT1,0.0012332474226804135
AUH,0.0012199049720006809
HNF1B,0.0012106795818900818
ITGB8,0.0012000000000000038
SAMHD1,0.0011328828828828835
DNAJC19,0.0011265912305516283
ECT2,0.0011243131868131878
PPP1R15B,0.0011177077552719196
CMC1,0.0011094619666048256
UBALD1,0.0011094619666048243
DTX4,0.0011079646017699116
AIDA,0.0011065987331170517
BTG2,0.0011063084112149571
GNG7,0.001106308411214952
UBE2Q2,0.0011054164239953433
HOXB3,0.0011054164239953418
CCDC102A,0.0011050893406039574
GRAMD1B,0.001091828549601659
SOCS2,0.0010912987016213948
GPX8,0.0010001532661006055
RGS3,0.001000000000000003
CFI,0.0010000000000000028
COX6B1,0.0010000000000000024
NDUFA8,0.0010000000000000024
COX7B,0.0010000000000000022
TM4SF18,0.001000000000000002
DCDC1,0.0010000000000000018
STOX2,0.0010000000000000015
BRCA2,0.0010000000000000015
FLCN,0.0010000000000000015
GBP4,0.0010000000000000015
SAMD9,0.0010000000000000015
SATB2,0.001000000000000001
MDK,0.001000000000000001
IER3,0.0010000000000000007
FLOT2,0.0010000000000000007
ANKRD9,0.0010000000000000005
GABBR1,0.0010000000000000002
ZNF300,0.0010000000000000002
CRY2,0.0010000000000000002
RSPRY1,0.0010000000000000002
RASGRP1,0.001
PDE5A,0.001
NDUFB1,0.001
JMJD6,0.001
XRCC4,0.0009999999999999998
SLFN5,0.0009999999999999996
ZNF608,0.0009999999999999992
RASGEF1B,0.0009819952244017685
RAB3A,0.0009809499710815503
MRPL54,0.0008945835760046608
NDUFAF4,0.0008941454760496777
CD83,0.0008941454760496739
GOT1,0.000893691588785049
WASF1,0.0008895558223289341
BCL2L15,0.0008873239436619726
