gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
CDH16,0.780952380952381,0.7916666666666666,0.7555555555555555,0.29166666666666663
ADRA2C,0.7857142857142858,0.7916666666666666,0.8138888888888889,0.29166666666666663
MIR99AHG,0.8142857142857143,0.7916666666666666,0.8388888888888888,0.29166666666666663
LINC02532,0.8095238095238095,0.7916666666666666,0.7791666666666666,0.29166666666666663
COL3A1,0.7952380952380953,0.7916666666666666,0.8222222222222222,0.29166666666666663
PKHD1,0.8142857142857143,0.7916666666666666,0.8111111111111111,0.29166666666666663
DACT1,0.7809523809523811,0.7916666666666666,0.7388888888888888,0.29166666666666663
RGS2,0.780952380952381,0.7916666666666666,0.875,0.29166666666666663
SPP1,0.7857142857142858,0.7916666666666666,0.8625,0.29166666666666663
SERPINA1,0.8142857142857143,0.7916666666666666,0.8833333333333332,0.29166666666666663
CCDC198,0.8142857142857143,0.7916666666666666,0.8291666666666666,0.29166666666666663
JPH2,0.8095238095238096,0.7916666666666665,0.7791666666666667,0.2916666666666665
EIF1,0.7904761904761904,0.7833333333333333,0.861111111111111,0.2833333333333333
PAX8,0.7857142857142857,0.7833333333333333,0.8833333333333334,0.2833333333333333
PAX2,0.780952380952381,0.7833333333333332,0.85,0.2833333333333332
PTBP3,0.7809523809523808,0.7833333333333332,0.8777777777777777,0.2833333333333332
CLDN15,0.8095238095238095,0.7833333333333332,0.8055555555555556,0.2833333333333332
SERINC2,0.7857142857142857,0.7833333333333332,0.9111111111111111,0.2833333333333332
TMEM139,0.7714285714285715,0.7833333333333332,0.8416666666666666,0.2833333333333332
C1QB,0.819047619047619,0.7833333333333332,0.7833333333333332,0.2833333333333332
TBC1D1,0.780952380952381,0.7833333333333332,0.8444444444444443,0.2833333333333332
SFTA2,0.8142857142857143,0.7833333333333332,0.7833333333333332,0.2833333333333332
CDH6,0.7857142857142857,0.7833333333333332,0.888888888888889,0.2833333333333332
FLRT3,0.7809523809523811,0.7833333333333332,0.9,0.2833333333333332
XBP1,0.7904761904761906,0.7833333333333332,0.9083333333333332,0.2833333333333332
CRNDE,0.7809523809523811,0.7833333333333332,0.8916666666666666,0.2833333333333332
C11orf96,0.7857142857142858,0.775,0.9416666666666667,0.275
MSANTD3,0.780952380952381,0.775,0.8138888888888889,0.275
CSDC2,0.780952380952381,0.7749999999999999,0.9305555555555556,0.2749999999999999
ODC1,0.780952380952381,0.7749999999999999,0.8375,0.2749999999999999
