gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
KLF15,0.8428571428571429,0.8333333333333334,0.9666666666666666,0.33333333333333337
STAT1,0.8428571428571429,0.8333333333333334,0.85,0.33333333333333337
PAM,0.8523809523809524,0.8333333333333333,0.9166666666666666,0.33333333333333326
TRDMT1,0.8523809523809524,0.8333333333333333,0.7972222222222222,0.33333333333333326
GABARAPL1,0.8238095238095238,0.8333333333333333,0.95,0.33333333333333326
MRPL41,0.8238095238095238,0.8333333333333333,0.861111111111111,0.33333333333333326
MRPL54,0.8285714285714285,0.8333333333333333,0.9,0.33333333333333326
AIDA,0.8476190476190476,0.8333333333333333,0.8444444444444444,0.33333333333333326
RPS20,0.8238095238095238,0.825,0.8444444444444444,0.32499999999999996
JOSD1,0.819047619047619,0.825,0.8777777777777779,0.32499999999999996
CMC1,0.819047619047619,0.825,0.9222222222222222,0.32499999999999996
CYCS,0.8238095238095238,0.825,0.8833333333333332,0.32499999999999996
KIF5A,0.8238095238095238,0.825,0.7972222222222222,0.32499999999999996
ABCC3,0.8285714285714285,0.825,0.8333333333333333,0.32499999999999996
AGRP,0.819047619047619,0.8249999999999998,0.85,0.32499999999999984
ARG2,0.819047619047619,0.8249999999999998,0.8972222222222221,0.32499999999999984
ITGB8,0.8238095238095238,0.8166666666666667,0.8666666666666666,0.31666666666666665
ZFP36,0.819047619047619,0.8166666666666667,0.8166666666666667,0.31666666666666665
MCM7,0.8238095238095238,0.8166666666666667,0.8694444444444445,0.31666666666666665
BRCA2,0.8285714285714285,0.8166666666666667,0.7833333333333333,0.31666666666666665
MIDN,0.819047619047619,0.8166666666666667,0.9,0.31666666666666665
UQCRB,0.819047619047619,0.8166666666666667,0.9277777777777778,0.31666666666666665
FLCN,0.819047619047619,0.8166666666666667,0.961111111111111,0.31666666666666665
COX8A,0.8238095238095238,0.8166666666666667,0.8222222222222222,0.31666666666666665
CYSTM1,0.819047619047619,0.8166666666666667,0.9166666666666666,0.31666666666666665
TNFAIP8,0.8142857142857143,0.8166666666666667,0.9527777777777778,0.31666666666666665
FIGN,0.8142857142857143,0.8166666666666667,0.825,0.31666666666666665
NDUFA8,0.8238095238095238,0.8166666666666667,0.9666666666666668,0.31666666666666665
WDR5B,0.819047619047619,0.8166666666666667,0.8444444444444444,0.31666666666666665
DUSP1,0.819047619047619,0.8166666666666667,0.8527777777777776,0.31666666666666665
DNMT3B,0.8238095238095238,0.8166666666666667,0.8944444444444445,0.31666666666666665
GABBR1,0.8285714285714285,0.8166666666666667,0.9,0.31666666666666665
FLOT2,0.8238095238095238,0.8166666666666667,0.9083333333333334,0.31666666666666665
SAMD9,0.819047619047619,0.8083333333333333,0.9027777777777779,0.30833333333333335
BCL2L15,0.8142857142857144,0.8083333333333333,0.8166666666666667,0.30833333333333335
ELK3,0.819047619047619,0.8083333333333333,0.9,0.30833333333333335
PQLC1,0.8142857142857143,0.8083333333333332,0.9277777777777778,0.30833333333333324
CRY2,0.8142857142857143,0.8083333333333332,0.8388888888888888,0.30833333333333324
STK36,0.819047619047619,0.8083333333333332,0.8305555555555555,0.30833333333333324
TPBG,0.819047619047619,0.8083333333333332,0.8444444444444444,0.30833333333333324
AC005697.2,0.8238095238095238,0.8083333333333332,0.85,0.30833333333333324
SYT11,0.8142857142857143,0.8083333333333332,0.8222222222222223,0.30833333333333324
NDUFB7,0.7952380952380953,0.8083333333333332,0.8833333333333332,0.30833333333333324
IL18BP,0.8238095238095238,0.8083333333333332,0.8833333333333332,0.30833333333333324
PAPPA-AS1,0.8095238095238095,0.8083333333333332,0.9055555555555556,0.30833333333333324
SPATA6L,0.7952380952380953,0.8,0.8833333333333332,0.30000000000000004
GOT1,0.7857142857142857,0.8,0.861111111111111,0.30000000000000004
GALNT1,0.8142857142857144,0.7999999999999999,0.8388888888888889,0.29999999999999993
AUH,0.8142857142857143,0.7999999999999999,0.9222222222222222,0.29999999999999993
ISCA1,0.7904761904761904,0.7999999999999999,0.8777777777777779,0.29999999999999993
EIF1,0.7904761904761904,0.7999999999999999,0.8777777777777779,0.29999999999999993
PARP8,0.819047619047619,0.7999999999999998,0.8416666666666666,0.2999999999999998
DTX4,0.7904761904761906,0.7999999999999998,0.8722222222222223,0.2999999999999998
AGPS,0.7904761904761904,0.7916666666666666,0.8944444444444445,0.29166666666666663
MALT1,0.7952380952380953,0.7916666666666666,0.8222222222222222,0.29166666666666663
ZNF462,0.7952380952380953,0.7916666666666666,0.8916666666666666,0.29166666666666663
PPTC7,0.7904761904761906,0.7916666666666666,0.8833333333333334,0.29166666666666663
UBALD1,0.7904761904761906,0.7916666666666666,0.8777777777777779,0.29166666666666663
GRPEL1,0.7904761904761906,0.7916666666666666,0.7222222222222221,0.29166666666666663
TFAP4,0.7904761904761906,0.7916666666666666,0.8722222222222221,0.29166666666666663
TNFSF10,0.7904761904761906,0.7916666666666666,0.9194444444444445,0.29166666666666663
EPB41L4A,0.7952380952380953,0.7916666666666666,0.875,0.29166666666666663
MST1R,0.7952380952380953,0.7916666666666666,0.7583333333333333,0.29166666666666663
