cell_class,gene,diff_mean_log_expr,direction,cohen_d,adj_p_value,rank_score,pct_expr_case,pct_expr_control,random_forest_importance,knn_permutation_importance_mean,knn_permutation_importance_std,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score,traditional_score_scaled,rf_score_scaled,knn_score_scaled,combined_ml_biomarker_score
epithelial cells,ORC5,0.01648150736454797,up_in_CKD,2.7178271759822024,7.787295072062117e-05,0.1840407696164383,0.040273972602739724,0.03533525550579719,0.03011044417767106,0.0,0.0,0.9714285714285715,0.9666666666666666,1.0,0.46666666666666656,0.008682183547865848,0.8364012271575296,0.9148936170212764,0.7022543743810956
epithelial cells,HOXA3,0.07768393237415983,up_in_CKD,2.296834629793351,0.004973538556902753,0.4109774031876187,0.09058530510585305,0.046438868781056374,0.01100159123055162,0.0,0.0,0.9714285714285715,0.9666666666666666,0.9666666666666666,0.46666666666666656,0.019387993518700578,0.3055997564042117,0.9148936170212764,0.49207494807393537
epithelial cells,TBL1XR1,0.15700963838591983,up_in_CKD,2.506838297491226,0.0015303911633564283,1.1080554909366835,0.2946450809464508,0.24139623335991656,0.011364497079981118,0.0,0.0,0.9380952380952381,0.9333333333333332,0.9666666666666666,0.43333333333333324,0.052272880479595704,0.31568047444392006,0.8297872340425531,0.4686416594905084
epithelial cells,DYRK2,0.03996369506309682,up_in_CKD,2.195465257589946,0.004537313958748798,0.20558990257592766,0.06926525529265255,0.04202196184283173,0.009748921765344398,0.0,0.0,0.9428571428571428,0.9333333333333332,0.9666666666666666,0.43333333333333324,0.009698770948807367,0.2708033823706778,0.8297872340425531,0.44217600075505387
epithelial cells,GRHL3,0.00204207358810056,up_in_CKD,2.2508808037479024,0.007137051634795506,0.0,0.0018679950186799503,0.0,0.00962619980908284,0.0,0.0,0.9428571428571428,0.9333333333333332,0.9333333333333332,0.43333333333333324,0.0,0.26739443914119004,0.8297872340425531,0.4388726692734973
epithelial cells,MAP3K1,0.13898498255099673,up_in_CKD,2.471291968131452,0.00227651327355484,0.9077049392834993,0.19753424657534246,0.12747684191153916,0.010719969616009215,0.0,0.0,0.9095238095238095,0.9,0.9666666666666666,0.4,0.04282127762554116,0.2977769337780338,0.74468085106383,0.4255473694618538
epithelial cells,GIMAP2,0.00423446943513183,up_in_CKD,1.9040426940397095,0.013275270997720889,0.0,0.005006226650062266,0.0015336482424391142,0.008105416423995338,0.0,0.0,0.9380952380952381,0.9333333333333332,0.9444444444444443,0.43333333333333324,0.0,0.2251504562220928,0.8297872340425531,0.4219750761058584
epithelial cells,ADAMTS5,0.03575079597671008,up_in_CKD,2.1300584700576737,0.004860132890022303,0.17616471827764238,0.051108343711083436,0.025335868965094165,0.005999999999999997,0.0,0.0,0.9428571428571428,0.9333333333333332,0.9583333333333333,0.43333333333333324,0.008310628247926843,0.16666666666666663,0.8297872340425531,0.40024368593327325
epithelial cells,DDX58,0.022297977461831122,up_in_CKD,2.702750829219562,0.0003837021123286722,0.20586858622947526,0.03339975093399751,0.01772897368259616,0.0068040183722176744,0.0,0.0,0.9095238095238095,0.9166666666666666,0.9666666666666666,0.41666666666666663,0.0097119179413837,0.1890005103393799,0.7872340425531915,0.39243620474530533
epithelial cells,STK10,0.006744785297694043,up_in_CKD,1.7672745252626165,0.0040524646169354805,0.0,0.011955168119551681,0.007852279001288265,0.004893691588785044,0.0,0.0,0.9333333333333333,0.9333333333333332,0.888888888888889,0.43333333333333324,0.0,0.13593587746625124,0.8297872340425531,0.38628924460352176
