cell_class,gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,direction,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_patients,n_control_patients,passes_expression_filter,rank_score
stroma cells,PTRF,0.19984000487049006,0.46618913220434266,-0.26634912733385263,down_in_CKD,-0.48477846059257457,-1.4235792225331,0.16499846103066018,0.9327994739673052,0.09722222222222222,0.3868995633187773,-0.2896773410965551,14,18,True,0.003900945337520171
stroma cells,WBP11,0.22008955822250684,0.2870945917470454,-0.06700503352453854,down_in_CKD,-0.6515213779925768,-1.9514408571493815,0.06111153158014801,0.8153734437875055,0.15716374269005848,0.23056768558951965,-0.07340394289946117,14,18,True,0.003869748030277367
stroma cells,TCEB2,0.28052469771506544,0.578523049297905,-0.29799835158283955,down_in_CKD,-0.42963420975811834,-1.2382764569197307,0.22523990678409156,0.9327994739673052,0.13230994152046785,0.4480349344978166,-0.3157249929773488,14,18,True,0.003868013560100963
stroma cells,PEPD,0.15984338370336393,0.2221763090672813,-0.06233292536391738,down_in_CKD,-0.7009326606363564,-1.9491820521065293,0.06171139929714847,0.8157014301766937,0.12938596491228072,0.16943231441048034,-0.04004634949819963,14,18,True,0.003865305511990258
stroma cells,LRRC2,0.009918239745162047,0.030285335347281967,-0.020367095602119918,down_in_CKD,-0.7940423945812544,-2.4367753382871244,0.022558802227852358,0.5791984880328641,0.009502923976608187,0.0314410480349345,-0.021938124058326312,14,18,True,0.0038356349851967134
stroma cells,PFDN2,0.5046590264834901,0.6066959578155497,-0.1020369313320596,down_in_CKD,-0.6470036484758167,-1.8373619146557227,0.07636184460256161,0.8753958207951612,0.33845029239766083,0.4375545851528384,-0.09910429275517757,14,18,True,0.0038155607931235932
stroma cells,LINC00667,0.13194181074340347,0.19546473217132698,-0.06352292142792351,down_in_CKD,-0.6475591060909586,-1.9725812944118772,0.059516945755652625,0.8080880075502012,0.1111111111111111,0.16593886462882096,-0.054827753517709854,14,18,True,0.003806673721424681
stroma cells,IMMP1L,0.13153571883404305,0.16689600636472182,-0.03536028753067877,down_in_CKD,-0.7196102393213224,-2.1547148399056035,0.039954027417290455,0.7107187162697418,0.09868421052631579,0.15633187772925763,-0.057647667202941844,14,18,True,0.003773643374284616
stroma cells,NETO2,0.04788665695303064,0.08906729846266774,-0.0411806415096371,down_in_CKD,-0.7400071457306355,-2.057124651255941,0.04944779147992348,0.7539161628600175,0.027046783625730993,0.07074235807860262,-0.04369557445287162,14,18,True,0.0037384534457783726
stroma cells,NUPL1,0.008990790382990258,0.05199378971683165,-0.04300299933384139,down_in_CKD,-0.674009149717007,-2.110411702425183,0.04729883742094264,0.7437008607532223,0.01023391812865497,0.0611353711790393,-0.05090145305038433,14,18,True,0.0037274455043905313
stroma cells,FLT1,0.05144297955847983,0.09164283883162398,-0.04019985927314415,down_in_CKD,-0.6966982573906242,-2.097303795861396,0.045383908989703466,0.736676065828897,0.03874269005847953,0.06375545851528384,-0.025012768456804314,14,18,True,0.003717208196482743
stroma cells,RHOBTB2,0.029452942322242655,0.05702712882255361,-0.027574186500310956,down_in_CKD,-0.7396524118209373,-2.2809771348662116,0.032018071654920224,0.6579458665704893,0.023391812865497075,0.0462882096069869,-0.022896396741489827,14,18,True,0.0037080686341580365
stroma cells,SMIM3,0.09864370246894934,0.2051842536001316,-0.10654055113118226,down_in_CKD,-0.6018450110893039,-1.8517497959168625,0.07656923008244107,0.8753958207951612,0.07163742690058479,0.0943231441048035,-0.022685717204218706,14,18,True,0.0037059014207591525
stroma cells,TCEB1,0.07419378332312578,0.21975251707514,-0.14555873375201422,down_in_CKD,-0.5856274141075897,-1.7725475204141512,0.08783010406777945,0.9048081788323962,0.0489766081871345,0.26026200873362443,-0.21128540054648992,14,18,True,0.00370326079613038
stroma cells,MPI,0.033029660583432534,0.06080374149869921,-0.027774080915266675,down_in_CKD,-0.7538505434360278,-2.229886203080272,0.033605721644178126,0.6681502190703082,0.02631578947368421,0.056768558951965066,-0.030452769478280857,14,18,True,0.003666699263535913
stroma cells,MRPS15,0.21619068406219882,0.2890126833397077,-0.07282199927750888,down_in_CKD,-0.6348518360100374,-1.9060009827299662,0.06711589773374033,0.834000498648489,0.1608187134502924,0.24716157205240175,-0.08634285860210936,14,18,True,0.0036445744940057554
stroma cells,KLF10,0.2022810340204549,0.2989334609936999,-0.096652426973245,down_in_CKD,-0.6126128931411207,-1.8575798496356488,0.07452287539593053,0.8682987559166239,0.13596491228070176,0.2663755458515284,-0.13041063357082663,14,18,True,0.003631429995759751
stroma cells,PCBD1,0.36551980795764,0.4379752247588866,-0.07245541680124662,down_in_CKD,-0.7214014280321147,-1.9043510757874356,0.07129712051400194,0.8525305477778756,0.24195906432748537,0.34585152838427946,-0.10389246405679409,14,18,True,0.0036217522150520224
stroma cells,PA2G4,0.35972652590040627,0.42408629889800753,-0.06435977299760126,down_in_CKD,-0.714508396028802,-1.9218962651011355,0.0673255202451797,0.8356349301690434,0.24707602339181287,0.32139737991266376,-0.0743213565208509,14,18,True,0.003586113962277977
stroma cells,MAFG,0.051168663588561245,0.08769413904186657,-0.036525475453305326,down_in_CKD,-0.7137825939860042,-2.102105254599437,0.04418840469157769,0.7292960482879001,0.03289473684210526,0.06986899563318777,-0.03697425879108251,14,18,True,0.0035742675415293833
stroma cells,RPAIN,0.2497017670799521,0.3014654216397331,-0.05176365455978102,down_in_CKD,-0.6565949924320499,-2.006254037512525,0.055809073292751955,0.7852347710938945,0.17763157894736842,0.25240174672489085,-0.07477016777752243,14,18,True,0.003568730651468361
stroma cells,ATP5E,0.4346715543525988,0.7705186868458518,-0.335847132493253,down_in_CKD,-0.35165449312043656,-1.0029745536209482,0.32403726500296365,0.9327994739673052,0.16228070175438597,0.4829694323144105,-0.3206887305600245,14,18,True,0.0035680677054301365
stroma cells,PRKCDBP,0.1987061145946849,0.44463967747802857,-0.24593356288334367,down_in_CKD,-0.47767929455181424,-1.3995164019521007,0.1719882602801969,0.9327994739673052,0.10087719298245613,0.3764192139737991,-0.275542020991343,14,18,True,0.003549191964785746
stroma cells,PRDM11,0.02966635336236321,0.06529225811408695,-0.035625904751723746,down_in_CKD,-0.6991081611773294,-2.1513988691493013,0.04187790072613481,0.7211806206847898,0.025584795321637425,0.04279475982532751,-0.017209964503690084,14,18,True,0.0035356061528029935
