gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score,diff_mean_log_expr_CKD_vs_AKI,adj_p_value_CKD_vs_AKI,pct_expr_CKD,pct_expr_AKI,ckd_specificity_score,combined_biomarker_score
AP1M1,0.06614392385053167,0.06558620787352269,0.000557715977008974,0.04252991325674502,0.1185599651820035,0.906546447525591,1.0,0.052758343846771416,0.06554272517321016,-0.012784381326438748,15,18,True,up_in_case,-0.0,-0.002469557416787227,1.0,0.052758343846771416,0.0560695418844509,0.0,-0.0
AP1S1,0.27633166807137627,0.2696511881539219,0.006680479917454352,0.09069021208010104,0.24294788405305165,0.8107690151679184,1.0,0.2079749206713308,0.261986143187067,-0.054011222515736174,15,18,True,up_in_case,-0.0,-0.004890517694736141,1.0,0.2079749206713308,0.2171506833999497,0.0,-0.0
AP2A1,0.12200800327279895,0.11837192720611932,0.003636076066679636,0.11322627848907771,0.31808474360356576,0.752854477959639,1.0,0.09360782964407233,0.12170900692840647,-0.028101177284334145,15,18,True,up_in_case,-0.0,-0.0017277656740557201,1.0,0.09360782964407233,0.09942141599351538,0.0,-0.0
AP2A2,0.25353699329951795,0.2495747076280452,0.003962285671472748,0.08178828019932503,0.22788724845279754,0.8215452404622618,1.0,0.20455327445808005,0.24323325635103926,-0.03867998189295921,15,18,True,up_in_case,-0.0,0.010267194663503648,1.0,0.20455327445808005,0.19356010844956256,-0.0,-0.0
APEH,0.1895703496059997,0.18788978082758734,0.0016805687784123557,0.048861844638577866,0.14057892741088224,0.8891265669129956,1.0,0.1622892533547425,0.1944110854503464,-0.0321218320956039,15,18,True,up_in_case,-0.0,-0.027120901944529874,0.9725079514753338,0.1622892533547425,0.1808144897559885,0.0,-0.0
APLP2,1.080051480977093,1.0637898047014078,0.01626167627568509,0.07903247613256144,0.21357574907488056,0.8330760147617475,1.0,0.6055358030355164,0.6534872979214781,-0.04795149488596173,15,18,True,up_in_case,-0.0,0.05019945369476564,1.0,0.6055358030355164,0.5624563266903317,-0.0,-0.0
APPBP2,0.13319628152975374,0.13083929135456726,0.0023569901751864797,0.08371207546659812,0.23186586737846784,0.8185748797553727,1.0,0.11211148067438927,0.14207852193995382,-0.029967041265564556,15,18,True,up_in_case,-0.0,0.00827171080787524,1.0,0.11211148067438927,0.10747128043156218,-0.0,-0.0
APRT,0.7495673279731678,0.7448599277929645,0.004707400180203325,0.03766221282020659,0.10355418711689632,0.9184225798981576,1.0,0.4634896968306763,0.5507621247113164,-0.08727242788064005,15,18,True,up_in_case,-0.0,-0.11883997896366405,0.9725079514753338,0.4634896968306763,0.5015512759594153,0.0,-0.0
ARAP1,0.10080185424864249,0.09875333614467567,0.0020485181039668204,0.09133180860543752,0.26106118072680073,0.7958379074332628,1.0,0.08726153610888099,0.10849884526558891,-0.02123730915670792,15,18,True,up_in_case,-0.0,-0.012528909790421566,0.9725079514753338,0.08726153610888099,0.09030941666433742,0.0,-0.0
ARHGAP24,0.4529866891584292,0.4394394000521772,0.013547289106252025,0.13979103787402158,0.4072347720991162,0.6866342502085511,1.0,0.3167985625262836,0.36013856812933026,-0.04334000560304668,15,18,True,up_in_case,-0.0,0.08814402476412603,0.9725079514753338,0.3167985625262836,0.2634653548369064,0.012106839084267055,-0.0
ARID1A,0.19749346552290897,0.19181248370876147,0.005680981814147501,0.14244441650618897,0.3926764941280341,0.6981023604069163,1.0,0.16464044041747908,0.19778290993071593,-0.03314246951323685,15,18,True,up_in_case,-0.0,-0.007032120661240898,1.0,0.16464044041747908,0.16795706738966376,0.0,-0.0
ARL14EP,0.14378959061460087,0.14202764429693257,0.0017619463176682948,0.06984020429489893,0.19591807860638383,0.8461477087768241,1.0,0.11952823336009481,0.15815242494226328,-0.03862419158216847,15,18,True,up_in_case,-0.0,0.0004862855969941793,1.0,0.11952823336009481,0.10942784470469855,-0.0,-0.0
ARL6IP1,0.5259237407591625,0.515520228127277,0.010403512631885437,0.11086283363458799,0.30196693803787306,0.765629584007809,1.0,0.3785602324425584,0.4205080831408776,-0.041947850698319245,15,18,True,up_in_case,-0.0,0.06361816100574863,0.9725079514753338,0.3785602324425584,0.34474662492662883,0.012106839084267055,-0.0
ARMC7,0.08059571680958176,0.07863495751255986,0.0019607592970218995,0.06768125157043281,0.18989167600608814,0.8508190371419568,1.0,0.07045915051420269,0.09570438799076213,-0.025245237476559435,15,18,True,up_in_case,-0.0,-0.00492590566543169,1.0,0.07045915051420269,0.07482460798837241,0.0,-0.0
ARPC2,0.607574175678417,0.6017892801297249,0.005784895548692104,0.04581637902752157,0.13052211540333503,0.8970416532432771,1.0,0.39444508162251024,0.45542725173210163,-0.060982170109591394,15,18,True,up_in_case,-0.0,-0.18715361057223479,0.9725079514753338,0.39444508162251024,0.4454817340749644,0.0,-0.0
ARPC3,0.8767803943723658,0.8642981616259282,0.01248223274643756,0.06892641881676541,0.19298168144341526,0.8484436514105672,1.0,0.5159804258898192,0.5790300230946882,-0.06304959720486902,15,18,True,up_in_case,-0.0,-0.2542086682112312,0.9725079514753338,0.5159804258898192,0.5719316879559494,0.0,-0.0
ARSD,0.2626138558324731,0.25054623088205064,0.012067624950422462,0.13769746181550213,0.3744504756170021,0.7118555084733544,1.0,0.22357303972168063,0.2548729792147806,-0.03129993949309995,15,18,True,up_in_case,-0.0,0.08099499965787404,0.9725079514753338,0.22357303972168063,0.15431701931408448,0.012106839084267055,-0.0
ARSK,0.04747225987924586,0.04619752358559378,0.0012747362936520804,0.09877732151852396,0.27530050306433024,0.785291798513751,1.0,0.04581947471040257,0.05838337182448037,-0.0125638971140778,15,18,True,up_in_case,-0.0,0.007497710441857458,0.9725079514753338,0.04581947471040257,0.037817592307907315,0.012106839084267055,-0.0
ARV1,0.15396499547148293,0.15028484488505497,0.003680150586427955,0.11382597399671214,0.33076440940816076,0.7430485180773714,1.0,0.13589096608938334,0.1756120092378753,-0.03972104314849195,15,18,True,up_in_case,-0.0,0.025922437560177175,0.9725079514753338,0.13589096608938334,0.11504597926041871,0.012106839084267055,-0.0
ASPA,0.083840822195592,0.07972455469922456,0.00411626749636744,0.1312133426134172,0.3806480191606861,0.7060639601619928,1.0,0.06606262186030508,0.07842956120092379,-0.012366939340618707,15,18,True,up_in_case,-0.0,0.036548869599737605,0.9725079514753338,0.06606262186030508,0.041367358917740446,0.012106839084267055,-0.0
