gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score
CNOT10,0.06029924395501751,0.06158404480105317,-0.0012848008460356608,-0.08941231037626814,-0.2368887973524332,0.8146734728916711,1.0,0.051248231830867456,0.049137714173910614,0.0021105176569568423,15,12,True,down_in_case,-0.0
CNOT2,0.18879765058707237,0.19368983828398156,-0.004892187696909189,-0.1496976518455544,-0.4018389427709578,0.6912623617585705,1.0,0.151278816378025,0.15110266372250328,0.00017615265552173298,15,12,True,down_in_case,-0.0
CNOT3,0.07448860504778905,0.07839857366945027,-0.003909968621661222,-0.2586365073576529,-0.6748575866415244,0.5060827523412298,1.0,0.06558473831096838,0.06526539396819185,0.00031934434277652857,15,12,True,down_in_case,-0.0
CNOT4,0.1510010622631365,0.14561480303362734,0.005386259229509166,0.13685562552211467,0.36519840251289176,0.7180460391746007,1.0,0.12610391099896778,0.11144031081421024,0.014663600184757541,15,12,True,up_in_case,-0.0
CNOT6,0.08937646258193492,0.08484122381053875,0.004535238771396166,0.1695818281932163,0.4427462508708918,0.6618266572533165,1.0,0.07942424589975915,0.07574698828856528,0.0036772576111938626,15,12,True,up_in_case,-0.0
CNOT7,0.26109953414356696,0.24654187266870486,0.014557661474862094,0.32007748440252015,0.8700356618024763,0.39300467262921246,1.0,0.2085674962725083,0.1980881571959639,0.010479339076544414,15,12,True,up_in_case,-0.0
CNOT8,0.11280082523279737,0.12010189008395422,-0.007301064851156849,-0.29092923021834705,-0.7312247624483338,0.4728550717825227,1.0,0.09490767289826815,0.09810772283869525,-0.003200049940427094,15,12,True,down_in_case,-0.0
CNOT9,0.06687704505148916,0.07660812248903191,-0.009731077437542757,-0.25662318510588894,-0.6818292790518131,0.501618024898546,1.0,0.05107619375310624,0.05721552953014507,-0.006139335777038825,15,12,True,down_in_case,-0.0
CNP,0.19077866868102594,0.1782881440788242,0.012490524602201736,0.14527332288595848,0.400134563203259,0.6928961189091691,1.0,0.14250487441220325,0.14607149844872405,-0.0035666240365208046,15,12,True,up_in_case,-0.0
CNPPD1,0.2137921497511124,0.20355517751980926,0.010236972231303154,0.3127960220579043,0.797582491004226,0.43347978630552303,1.0,0.17953129181481056,0.1741901221455125,0.005341169669298068,15,12,True,up_in_case,-0.0
CNPY2,0.4501706967771485,0.4599927376703154,-0.009822040893166906,-0.08196765488930748,-0.2202524049489798,0.8274909496624488,1.0,0.33923997400313494,0.32107219722167873,0.018167776781456202,15,12,True,down_in_case,-0.0
CNST,0.06348753924268319,0.06143655644303415,0.0020509827996490412,0.0947377476946058,0.24989844618856702,0.8047120023839719,1.0,0.05520510761937531,0.0489979595829723,0.006207148036403008,15,12,True,up_in_case,-0.0
COA1,0.18526133624540572,0.18712855828468788,-0.0018672220392821626,-0.057979934572659396,-0.14956750007262487,0.8823749993844471,1.0,0.15556065298008181,0.14685412415797858,0.008706528822103238,15,12,True,down_in_case,-0.0
COA5,0.26805427797492243,0.27035545110209946,-0.0023011731271770364,-0.037949176708064775,-0.10250041808351106,0.9192016130423003,1.0,0.21521963527927515,0.20219694216955028,0.01302269310972487,15,12,True,down_in_case,-0.0
COBL,0.07895550442295028,0.07111379227879235,0.007841712144157936,0.26262839082051814,0.6674575431107106,0.5114105849736779,1.0,0.07114730282524755,0.06534924672275484,0.005798056102492705,15,12,True,up_in_case,-0.0
COG2,0.09431326650083828,0.09008576255841504,0.004227503942423244,0.20597650812482957,0.5182868290092506,0.6097273627320793,1.0,0.08231066253775281,0.07454509880649579,0.007765563731257016,15,12,True,up_in_case,-0.0
COG3,0.08581713552387996,0.08135003081643329,0.00446710470744667,0.2764490054988364,0.7099748062527136,0.4847958775693985,1.0,0.07477921780020645,0.07105123403303798,0.003727983767168472,15,12,True,up_in_case,-0.0
COG4,0.09564861635575334,0.1004450912981107,-0.004796474942357368,-0.2151673432142677,-0.5563083769931854,0.5831859162429455,1.0,0.08156516420078755,0.08418816558123934,-0.002623001380451795,15,12,True,down_in_case,-0.0
COG7,0.06758615700505563,0.0629791439252274,0.004607013079828234,0.3098889615003956,0.7864341972681033,0.4400552842506775,1.0,0.06109263294720343,0.05341420465662297,0.0076784282905804566,15,12,True,up_in_case,-0.0
COIL,0.0794158452729538,0.07907375115998395,0.00034209411296984293,0.014502124833185177,0.03670091009830148,0.9710617789904371,1.0,0.06768742592804985,0.05925594655784443,0.008431479370205427,15,12,True,up_in_case,-0.0
COL18A1,0.791993256325794,0.7808741614494213,0.011119094876372637,0.043949492955608786,0.1143752268058161,0.9098785336461225,1.0,0.4935390144129678,0.4492551080302988,0.04428390638266905,15,12,True,up_in_case,-0.0
COL4A3BP,0.15687968200527833,0.15739348124045624,-0.0005137992351779141,-0.007305103128841432,-0.019445255490237047,0.9846404922177191,1.0,0.11641243261841955,0.12664561030829863,-0.01023317768987908,15,12,True,down_in_case,-0.0
COMMD10,0.169163307588533,0.16766002126316518,0.0015032863253678364,0.0515795471627176,0.12574195075782452,0.9014306832022122,1.0,0.14749397866727837,0.14070492215669284,0.006789056510585534,15,12,True,up_in_case,-0.0
COMMD2,0.18412952282169268,0.19713013500326126,-0.013000612181568588,-0.28844254102630135,-0.7584551896036241,0.45530732506182114,1.0,0.1508582788546087,0.14853117924923834,0.002327099605370364,15,12,True,down_in_case,-0.0
COMMD4,0.2672311748877307,0.2805967782525549,-0.01336560336482423,-0.25510665752600487,-0.6643079997501404,0.5127267681564862,1.0,0.2095806093971021,0.21315370209911397,-0.0035730927020118652,15,12,True,down_in_case,-0.0
COMMD9,0.15952295864751218,0.16764308455336221,-0.00812012590585004,-0.2390829787234962,-0.6325842737648818,0.5327505318172437,1.0,0.13482050693886913,0.1350867876009727,-0.00026628066210357404,15,12,True,down_in_case,-0.0
COMT,0.5207855220465917,0.5427161642130977,-0.021930642166505976,-0.11758042211726043,-0.31605706849001336,0.7546255831064901,1.0,0.36823794777688573,0.36557005897643735,0.0026678888004483814,15,12,True,down_in_case,-0.0
COP1,0.06086074544661044,0.06135009774867079,-0.0004893523020603543,-0.016167081066771404,-0.0436200044980933,0.9655629961805,1.0,0.04845739190274114,0.051010425692484,-0.0025530337897428576,15,12,True,down_in_case,-0.0
COPA,0.25225379689968225,0.2454909193795233,0.006762877520158944,0.14426089137790293,0.37613116392610296,0.7100615777931254,1.0,0.21074664525748366,0.1957682309863879,0.014978414271095752,15,12,True,up_in_case,-0.0
COPB1,0.3254021369703268,0.33302503790993526,-0.007622900939608435,-0.12507457627198623,-0.32166881098380906,0.7505666582775415,1.0,0.2541575868792293,0.25561114682617325,-0.0014535599469439608,15,12,True,down_in_case,-0.0
COPB2,0.225023674841073,0.21988768031228667,0.005135994528786325,0.14017721363113672,0.3639949076678513,0.7190248464524848,1.0,0.18117521122452881,0.17301618358163065,0.008159027642898165,15,12,True,up_in_case,-0.0
COPG1,0.14008790719010494,0.14750340663069983,-0.007415499440594886,-0.294935832801648,-0.7548997963706345,0.4580223039115835,1.0,0.12277784149558435,0.12007714453419795,0.0027006969613864035,15,12,True,down_in_case,-0.0
COPS2,0.22982267580552954,0.2370809372458121,-0.007258261440282576,-0.15421686953055783,-0.38414518956674476,0.7050275261614164,1.0,0.18392782046870818,0.18352572882019175,0.0004020916485164283,15,12,True,down_in_case,-0.0
COPS5,0.2104124595816878,0.2159662390210255,-0.005553779439337686,-0.12097257799690565,-0.3232719912211557,0.7491922756991428,1.0,0.16983981343426233,0.1623389328339436,0.007500880600318727,15,12,True,down_in_case,-0.0
COPS6,0.36188978982286424,0.3784748918604748,-0.016585102037610544,-0.2622586725249157,-0.6843230706718431,0.5001906664826385,1.0,0.272489199831785,0.2674623361377421,0.005026863694042871,15,12,True,down_in_case,-0.0
COPS7A,0.18263391557720837,0.1818967195878306,0.0007371959893777702,0.024707636662316797,0.06748503299879685,0.9467741306211369,1.0,0.1587911457735979,0.14802806272186042,0.010763083051737482,15,12,True,up_in_case,-0.0
COPS7B,0.08427035791165165,0.08240869487655832,0.0018616630350933305,0.08597239134126806,0.2367860404377905,0.8150015352554253,1.0,0.07103261077340674,0.06649523436844901,0.00453737640495773,15,12,True,up_in_case,-0.0
COPS8,0.17041167197989238,0.1764658271919716,-0.006054155212079221,-0.2368415624622889,-0.5915264853303395,0.5608464470636715,1.0,0.15022747256948427,0.1493138049584929,0.0009136676109913755,15,12,True,down_in_case,-0.0
COPZ2,0.06968401804851507,0.07176287630313483,-0.0020788582546197587,-0.08175131945226474,-0.21946474986238002,0.8280938906637499,1.0,0.057613640708032265,0.05816586074852559,-0.0005522200404933231,15,12,True,down_in_case,-0.0
COQ10A,0.06552076338352995,0.0619207578372788,0.003600005546251152,0.33156080132551513,0.8389192968692532,0.41074698149671707,1.0,0.059983943112742286,0.05260362802918076,0.007380315083561524,15,12,True,up_in_case,-0.0
COQ10B,0.15325068787699195,0.152611062646232,0.0006396252307599437,0.019476523971497097,0.046640522396291136,0.9634259690996378,1.0,0.13048132431089193,0.12016099728876094,0.010320327022130996,15,12,True,up_in_case,-0.0
COQ4,0.280229434797344,0.2912107143086855,-0.01098127951134148,-0.26787238674957076,-0.6695381739496794,0.5108302146090882,1.0,0.22730053140650686,0.22942113648433352,-0.0021206050778266594,15,12,True,down_in_case,-0.0
COQ5,0.10314352764421877,0.10232449538744078,0.000819032256777999,0.036304653805991155,0.10048334716939177,0.9208953023226407,1.0,0.08793057307795236,0.08583726975431143,0.002093303323640938,15,12,True,up_in_case,-0.0
COQ6,0.061762936116276215,0.06614932169908191,-0.004386385582805699,-0.3412043000676058,-0.8507156659156937,0.4051893029202989,1.0,0.057632756050005736,0.05906029013053079,-0.001427534080525053,15,12,True,down_in_case,-0.0
COQ7,0.0636807280227472,0.06768100018896357,-0.004000272166216373,-0.24530512047290168,-0.6184764981047839,0.5428951576362739,1.0,0.05650495087357113,0.05238002068367946,0.004124930189891671,15,12,True,down_in_case,-0.0
COQ8A,0.0667509592061009,0.06673471772079752,1.6241485303380987e-05,0.0005056369222374897,0.0013488760856586535,0.9989344943359145,1.0,0.0509232710173185,0.051793051401738545,-0.000869780384420045,15,12,True,up_in_case,-0.0
COQ9,0.25961816478229865,0.25783000793172633,0.00178815685057232,0.034446723453221834,0.08458820147339124,0.9335395768822924,1.0,0.2153725580150629,0.20876540794365095,0.006607150071411938,15,12,True,up_in_case,-0.0
COX10,0.056566166063326394,0.05965423978931972,-0.0030880737259933247,-0.22025204549680388,-0.554946691105958,0.5848023271202555,1.0,0.050885040333371566,0.050423456410543084,0.0004615839228284818,15,12,True,down_in_case,-0.0
COX15,0.0943154746756865,0.0886855527590461,0.0056299219166403985,0.31255849701777055,0.812549976836137,0.4243757098027061,1.0,0.08531177122758726,0.07901724571652179,0.006294525511065477,15,12,True,up_in_case,-0.0
COX17,0.702923333805223,0.6740511854335799,0.02887214837164309,0.3013730522457772,0.7706984277283436,0.44881736962765323,1.0,0.44787246243835305,0.4284037230623026,0.019468739376050426,15,12,True,up_in_case,-0.0
COX19,0.10111952926503527,0.10190920184383462,-0.0007896725787993469,-0.0321668917269835,-0.08482515670786298,0.9330775459486021,1.0,0.08676453721757083,0.07957626408027503,0.007188273137295795,15,12,True,down_in_case,-0.0
COX5B,1.713337892542802,1.7828185587852508,-0.06948066624244875,-0.33246027810371487,-0.8551818738335388,0.4011373764371078,1.0,0.770080666743128,0.7812002124269782,-0.011119545683850207,15,12,True,down_in_case,-0.0
COX6C,1.5589132891971529,1.541787612977057,0.017125676220095976,0.10743750998593843,0.290904266031853,0.7736163496980378,1.0,0.7375272393623122,0.7277580568521675,0.009769182510144692,15,12,True,up_in_case,-0.0
COX7A1,0.38377760761675345,0.3659959279774507,0.017781679639302772,0.0886572074401584,0.21807547788956497,0.8298390764833262,1.0,0.26858967006919754,0.26245912178215053,0.006130548287047011,15,12,True,up_in_case,-0.0
COX7A2L,0.6822479792070025,0.707183585558201,-0.024935606351198514,-0.18509316005518198,-0.4820759432333619,0.6340489221889763,1.0,0.43548572083954584,0.42381977247952596,0.011665948360019884,15,12,True,down_in_case,-0.0
COX7B,1.494130875098228,1.537573531880578,-0.04344265678235004,-0.21314544658178916,-0.5319141653192178,0.6007213090720328,1.0,0.7012463202966701,0.7129440702127064,-0.011697749916036337,15,12,True,down_in_case,-0.0
COX8A,1.6871743825278993,1.6575806914206606,0.02959369110723875,0.1149761258150413,0.30055801394061654,0.766275504779136,1.0,0.7562411591543373,0.76300416468681,-0.006763005532472666,15,12,True,up_in_case,-0.0
CPAMD8,0.06277689264549241,0.05076378923787925,0.012013103407613163,0.2061953500193361,0.5470871682927362,0.5891699527412534,1.0,0.05350384218373667,0.04161891718142941,0.011884925002307256,15,12,True,up_in_case,-0.0
CPD,0.2625537058655748,0.24734911457344463,0.01520459129213017,0.18150799688868677,0.47968529472321203,0.6356243607311436,1.0,0.21755170700003823,0.20599826704307236,0.011553439956965866,15,12,True,up_in_case,-0.0
CPE,0.1487025751635756,0.10689322763476439,0.041809347528811214,0.2785949365860375,0.7419804039201114,0.4650259460675043,1.0,0.07615552242229613,0.06752941834139252,0.008626104080903613,15,12,True,up_in_case,-0.0
CPEB2,0.1378165132911784,0.12460273871376502,0.013213774577413365,0.23144575663723777,0.589901600550154,0.5611683905034652,1.0,0.11163359712505257,0.11672303435167845,-0.005089437226625887,15,12,True,up_in_case,-0.0
