gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score
MT-CYB,4.666787543952994,4.207666242657738,0.45912130129525597,0.9027747902237362,2.1589319799671483,0.047949666007685326,0.9725079514753338,0.9983943112742287,0.9985186013360539,-0.00012429006182512747,15,12,True,up_in_case,0.00501808063631284
MT-ND4,5.288554966624674,4.769054343543114,0.5195006230815604,0.7810838927015303,1.8738761316753985,0.0806507894133654,0.9725079514753338,0.9996750391864511,0.9998322944908741,-0.0001572553044230096,15,12,True,up_in_case,0.004912635303774036
CAMK2N1,0.771857382113095,0.522982300459207,0.24887508165388794,1.600303541205017,4.121544048459064,0.00040172996251071287,0.9725079514753338,0.44678288794586535,0.30916510607373454,0.1376177818721308,15,12,True,up_in_case,0.00482185950220904
RPS18,2.9646290975134293,3.3116326231523003,-0.34700352563887105,-1.1173323309219452,-2.738383919746969,0.013781045146260678,0.9725079514753338,0.940436594410674,0.9542443469267965,-0.01380775251612254,15,12,True,down_in_case,0.004694042561335871
CD74,1.1255684370635366,1.4768446026652065,-0.35127616560166985,-1.0749064290064019,-2.812699171869217,0.00949433993636117,0.9725079514753338,0.5211797989066025,0.6271347513765827,-0.10595495246998021,15,12,True,down_in_case,0.004571409369068861
RPLP2,1.7716420431858917,2.087022772176683,-0.3153807289907915,-1.1571824738157601,-2.953383968827208,0.00722818956584005,0.9725079514753338,0.792101540696563,0.8480588087318668,-0.055957268035303764,15,12,True,down_in_case,0.0044184278759026125
RPL18A,2.3956801631278424,2.7122658263190935,-0.31658566319125114,-1.1514943402633546,-2.8282662883842216,0.01126943564753395,0.9725079514753338,0.8815422257904194,0.9085445956899684,-0.02700236989954896,15,12,True,down_in_case,0.0044135070173286625
IL32,0.5841156588542312,0.9707687292964078,-0.38665307044217656,-0.9252016342522812,-2.1915564948993635,0.04633570963264833,0.9725079514753338,0.26757655694460375,0.36330603460323674,-0.09572947765863299,15,12,True,down_in_case,0.0043310043968605265
B2M,2.89700758230864,3.319897810018561,-0.42289022770992135,-0.8400892832982435,-2.220768008672949,0.03566399323070853,0.9725079514753338,0.9126811178651986,0.935656986332001,-0.02297586846680244,15,12,True,down_in_case,0.00430114282558105
VIM,0.7781167146091948,1.1403972599709116,-0.3622805453617167,-0.9776084368299346,-2.3931945732545024,0.028305073482558403,0.9725079514753338,0.3495049126428872,0.4535036475948235,-0.10399873495193629,15,12,True,down_in_case,0.004287861251840977
RPLP1,3.208654149053248,3.4963977823731547,-0.2877436333199066,-1.2075609310482578,-3.026948333975989,0.006578987091065274,0.9725079514753338,0.9623236609702948,0.9730273639489058,-0.010703702978611007,15,12,True,down_in_case,0.004206738796760695
RACK1,1.4978486108112425,2.0093384461031722,-0.5114898352919297,-0.6693789568476147,-1.7659628905579068,0.0896362596362628,0.9725079514753338,0.5563520281377834,0.7038041199653409,-0.14745209182755747,15,12,True,down_in_case,0.004145146011181415
RPS12,3.0075590985150087,3.3107003007559084,-0.3031412022408997,-1.122993678282536,-2.796635399137011,0.011329492517442922,0.9725079514753338,0.9385441755553007,0.9539089359085446,-0.015364760353243967,15,12,True,down_in_case,0.004121478610028946
RPS8,2.4677067165411435,2.788528619864324,-0.3208219033231807,-1.0332512575333066,-2.609316538326065,0.016280183359636297,0.9725079514753338,0.8839698742210498,0.9107527182267937,-0.026782844005743933,15,12,True,down_in_case,0.0040132916696879375
TMSB4X,2.1056383721392224,2.564457152373239,-0.45881878023401645,-0.7176108418924274,-1.8164922282681075,0.08323215303503569,0.9725079514753338,0.7293267576556944,0.7490287055929787,-0.019701947937284303,15,12,True,down_in_case,0.00398621709831046
RPLP0,1.434935900097986,1.706879773386113,-0.27194387328812697,-1.1959347793900514,-3.12077827400384,0.004575449756694243,0.9725079514753338,0.7025270482088924,0.7617463733683651,-0.0592193251594727,15,12,True,down_in_case,0.003937472602688248
