gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score,diff_mean_log_expr_CKD_vs_AKI,adj_p_value_CKD_vs_AKI,pct_expr_CKD,pct_expr_AKI,ckd_specificity_score,combined_biomarker_score
CSRNP1,0.031320658460091216,0.26502274465154396,-0.23370208619145275,-2.7005558814206143,-8.47397499528342,1.4638766101587347e-07,0.00017509853130543833,0.028233360094812095,0.23575057736720553,-0.20751721727239344,15,18,True,down_in_case,2.3709603713621115,-0.004794600140349957,0.9725079514753338,0.028233360094812095,0.03287027978869106,0.0,2.3709603713621115
COX7A1,0.38377760761675345,0.7418129629645926,-0.3580353553478392,-2.07109735651963,-6.01540060256311,1.1770785613948723e-06,0.0007657205799389801,0.26858967006919754,0.4472055427251732,-0.17861587265597567,15,18,True,down_in_case,2.31054311523934,0.017781679639302772,1.0,0.26858967006919754,0.26245912178215053,-0.0,2.31054311523934
SLC3A2,0.38943326369966763,0.6255945203757883,-0.2361612566761207,-2.4162286778871542,-7.0681091666339,6.23995498316894e-08,0.00010494808456781063,0.28078525824827005,0.47159353348729793,-0.19080827523902788,15,18,True,down_in_case,2.270509933665103,-0.010568702051477696,1.0,0.28078525824827005,0.2753724459848506,0.0,2.270509933665103
ZFP36,0.41986195449932745,1.0296103443450455,-0.6097483898457181,-1.63673898722084,-4.935239259104861,3.732267414178366e-05,0.005384921234153067,0.25291508965095383,0.5338106235565819,-0.2808955339056281,15,18,True,down_in_case,2.264280648594416,-0.021784933200533096,1.0,0.25291508965095383,0.23168516085753418,0.0,2.264280648594416
CREM,0.1482772428121676,0.3461387102399836,-0.19786146742781602,-2.747565619293845,-8.487886108355694,3.262046710332446e-08,7.971935400086405e-05,0.13363535573651414,0.28960739030023097,-0.15597203456371683,15,18,True,down_in_case,2.228063073456282,-0.0018842004665204637,1.0,0.13363535573651414,0.12857422366324733,0.0,2.228063073456282
MGP,0.2758546544700057,0.5663301277229885,-0.29047547325298284,-2.1383974643604797,-6.317229338525675,5.618822361280322e-07,0.0005129806475294102,0.1434797568528501,0.23150115473441107,-0.08802139788156096,15,18,True,down_in_case,2.0435274060559436,0.000500280867637759,1.0,0.1434797568528501,0.12074796657070185,-0.0,2.0435274060559436
BTG2,0.2422475986994889,0.740876759244904,-0.4986291605454152,-1.7496353555822455,-5.4492857042444784,2.963689454886407e-05,0.004676323616476084,0.17637726038918836,0.4284988452655889,-0.2521215848764006,15,18,True,down_in_case,2.032820021427482,-0.010856739584914427,1.0,0.17637726038918836,0.15990720295161695,0.0,2.032820021427482
MT2A,1.4366806188049497,2.019253157381407,-0.5825725385764573,-1.6935222312610267,-4.688252841084625,8.911235408704064e-05,0.009281702498728839,0.6164888939863135,0.7837413394919168,-0.16725244550560336,15,18,True,down_in_case,2.005137642411868,-0.05012894800096923,1.0,0.6164888939863135,0.6314391927774827,0.0,2.005137642411868
SEC14L1,0.2726386719131655,0.5088663537317395,-0.236227681818574,-2.2603029471478466,-6.666583803697115,2.0792004199820825e-07,0.00023362651991798672,0.19985090033260694,0.35907621247113164,-0.1592253121385247,15,18,True,down_in_case,1.939013532968608,0.011915427573175486,1.0,0.19985090033260694,0.19028985102160606,-0.0,1.939013532968608
IER3,0.3959700543927639,0.8446288518479094,-0.4486587974551455,-1.7456073899050852,-5.312674796034642,1.7595769580124372e-05,0.0034761122191359385,0.2650342164621325,0.41427251732101616,-0.14923830085888368,15,18,True,down_in_case,1.9257713610266731,-0.024210375344233814,1.0,0.2650342164621325,0.25617016518992647,0.0,1.9257713610266731
EGR1,0.2635298320283208,0.8724248025120258,-0.608894970483705,-1.53230350625125,-4.6874215706478495,9.837854921098481e-05,0.01002465217528953,0.1793210230531024,0.4504387990762125,-0.27111777602311005,15,18,True,down_in_case,1.8650261147949931,0.09683403168749569,0.9725079514753338,0.1793210230531024,0.11116080163233362,0.012106839084267055,1.887605685854772
PIM3,0.22082843841333483,0.44581077030023814,-0.2249823318869033,-2.2507629613656155,-6.818448245291364,3.324397014735321e-07,0.0003160734392471428,0.1735481897771151,0.3563972286374134,-0.1828490388602983,15,18,True,down_in_case,1.772444000406954,-0.0459039295264862,0.9725079514753338,0.1735481897771151,0.1948738016043827,0.0,1.772444000406954
CEBPB,0.1767371495024391,0.41977998411583406,-0.24304283461339496,-2.177404653457751,-6.702590454071132,1.0287557354819224e-06,0.0007064122716975868,0.1294299805023512,0.2864665127020785,-0.15703653219972732,15,18,True,down_in_case,1.6674865715037068,-0.11336620125351368,0.9725079514753338,0.1294299805023512,0.19364396120412555,0.0,1.6674865715037068
CSRP1,0.23077440676805916,0.49226166131547217,-0.261487254547413,-2.1148972026480894,-6.531871931816708,1.8191868894913302e-06,0.001006797759139381,0.1839087051267347,0.3605080831408776,-0.1765993780141429,15,18,True,down_in_case,1.6574288757388855,-0.005683985956481896,1.0,0.1839087051267347,0.17170249042681052,0.0,1.6574288757388855
GADD45B,0.3288445449951524,0.7886342083614897,-0.45978966336633725,-1.6260972352176024,-4.996436758289007,5.1710514123688695e-05,0.006630784764690602,0.21986466337882785,0.4374133949191686,-0.21754873154034074,15,18,True,down_in_case,1.628734646339774,-0.025144156514374627,1.0,0.21986466337882785,0.2068647455068899,0.0,1.628734646339774
DHRS3,0.19681576842344675,0.3696828125684127,-0.17286704414496593,-2.4047435568889504,-7.283728022325561,1.057712691034674e-07,0.00014007138065559184,0.15255954429024735,0.3097921478060046,-0.15723260351575727,15,18,True,down_in_case,1.6019660596593677,0.034922949525656166,0.9725079514753338,0.15255954429024735,0.11510188109679403,0.012106839084267055,1.621360804962121
MPC1,0.6786498147580282,0.9654220976742676,-0.28677228291623935,-1.8491792137419134,-5.443034401735406,6.319072924740584e-06,0.0017628077240374933,0.4351989907099438,0.5679907621247113,-0.13279177141476756,15,18,True,down_in_case,1.4603191903043609,0.05980308815726865,1.0,0.4351989907099438,0.3936886826732258,-0.0,1.4603191903043609
EIF1,2.1275035119493904,2.5300941177538117,-0.4025906058044213,-1.6384499128603873,-4.705840725525366,5.2053049876940995e-05,0.006632739138958667,0.855545360706503,0.94,-0.08445463929349695,15,18,True,down_in_case,1.4368648140470626,-0.2211052683856205,0.9725079514753338,0.855545360706503,0.8752271012102748,0.0,1.4368648140470626
RHOB,0.5787094934679028,0.9664895699118902,-0.3877800764439874,-1.696590534132397,-4.777097876918822,5.287814232344686e-05,0.006669120807324523,0.35315594295981956,0.5637875288683603,-0.2106315859085407,15,18,True,down_in_case,1.4315539972666766,-0.010761554214540503,1.0,0.35315594295981956,0.33907258853453337,0.0,1.4315539972666766
MT-CYB,4.666787543952994,5.133351954047945,-0.46656441009495087,-1.5493420018669508,-4.411932087902448,0.00012656832826333893,0.011616716861397543,0.9983943112742287,0.9999076212471132,-0.001513309972884458,15,18,True,down_in_case,1.3986889745992293,0.45912130129525597,0.9725079514753338,0.9983943112742287,0.9985186013360539,0.012106839084267055,1.4156226769436406
