gene,elasticnet_coefficient,abs_elasticnet_coefficient,selected_by_model,best_C,best_l1_ratio,rank_score,adj_p_value,diff_mean_log_expr,cohen_d,pct_expr_case,pct_expr_control
C1orf115,-3.3713736222889565e-05,3.3713736222889565e-05,True,0.3593813663804626,0.5,0.30292957058144676,0.001732927169846253,-0.05923548730864339,-1.8520757361498266,0.10381542225790419,0.18558891454965357
NR4A1,0.0,0.0,False,0.3593813663804626,0.5,4.966119248262925,0.0010465240234516762,-0.7540333449611388,-2.2099058886466905,0.06405551095309095,0.4488683602771363
DUSP1,0.0,0.0,False,0.3593813663804626,0.5,2.966063439007861,0.002187094151409197,-0.6171108206931146,-1.8068163066195797,0.2866536682341247,0.5791685912240184
KLF6,0.0,0.0,False,0.3593813663804626,0.5,2.9354838464335344,0.0015343534534548245,-0.5260691596746288,-1.982901989656726,0.23509959093168176,0.5161662817551963
CYCS,0.0,0.0,False,0.3593813663804626,0.5,2.7609836450712977,0.0002201641171927409,-0.3316610611502966,-2.2762202804915854,0.45416140994762394,0.6082217090069284
CSRNP1,0.0,0.0,False,0.3593813663804626,0.5,2.3709603713621115,0.00017509853130543833,-0.23370208619145275,-2.7005558814206143,0.028233360094812095,0.23575057736720553
SLC3A2,0.0,0.0,False,0.3593813663804626,0.5,2.270509933665103,0.00010494808456781063,-0.2361612566761207,-2.4162286778871542,0.28078525824827005,0.47159353348729793
ZFP36,0.0,0.0,False,0.3593813663804626,0.5,2.264280648594416,0.005384921234153067,-0.6097483898457181,-1.63673898722084,0.25291508965095383,0.5338106235565819
MGP,0.0,0.0,False,0.3593813663804626,0.5,2.0435274060559436,0.0005129806475294102,-0.29047547325298284,-2.1383974643604797,0.1434797568528501,0.23150115473441107
WFDC2,0.0,0.0,False,0.3593813663804626,0.5,2.0408305218660825,0.020752181863702836,0.7291309249503034,1.6631589641903657,0.5678403486638376,0.3615242494226328
BTG2,0.0,0.0,False,0.3593813663804626,0.5,2.032820021427482,0.004676323616476084,-0.4986291605454152,-1.7496353555822455,0.17637726038918836,0.4284988452655889
MT2A,0.0,0.0,False,0.3593813663804626,0.5,2.005137642411868,0.009281702498728839,-0.5825725385764573,-1.6935222312610267,0.6164888939863135,0.7837413394919168
SEC14L1,0.0,0.0,False,0.3593813663804626,0.5,1.939013532968608,0.00023362651991798672,-0.236227681818574,-2.2603029471478466,0.19985090033260694,0.35907621247113164
IER3,0.0,0.0,False,0.3593813663804626,0.5,1.9257713610266731,0.0034761122191359385,-0.4486587974551455,-1.7456073899050852,0.2650342164621325,0.41427251732101616
EGR1,0.0,0.0,False,0.3593813663804626,0.5,1.8650261147949931,0.01002465217528953,-0.608894970483705,-1.53230350625125,0.1793210230531024,0.4504387990762125
PIM3,0.0,0.0,False,0.3593813663804626,0.5,1.772444000406954,0.0003160734392471428,-0.2249823318869033,-2.2507629613656155,0.1735481897771151,0.3563972286374134
CEBPB,0.0,0.0,False,0.3593813663804626,0.5,1.6674865715037068,0.0007064122716975868,-0.24304283461339496,-2.177404653457751,0.1294299805023512,0.2864665127020785
CSRP1,0.0,0.0,False,0.3593813663804626,0.5,1.6574288757388855,0.001006797759139381,-0.261487254547413,-2.1148972026480894,0.1839087051267347,0.3605080831408776
GADD45B,0.0,0.0,False,0.3593813663804626,0.5,1.628734646339774,0.006630784764690602,-0.45978966336633725,-1.6260972352176024,0.21986466337882785,0.4374133949191686
MPC1,0.0,0.0,False,0.3593813663804626,0.5,1.4603191903043609,0.0017628077240374933,-0.28677228291623935,-1.8491792137419134,0.4351989907099438,0.5679907621247113
EIF1,0.0,0.0,False,0.3593813663804626,0.5,1.4368648140470626,0.006632739138958667,-0.4025906058044213,-1.6384499128603873,0.855545360706503,0.94
RHOB,0.0,0.0,False,0.3593813663804626,0.5,1.4315539972666766,0.006669120807324523,-0.3877800764439874,-1.696590534132397,0.35315594295981956,0.5637875288683603
