gene_set,gene_set_label,source_file,gene_rank,gene
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,1,PROM1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,2,DYRK2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,3,MAP3K1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,4,ITGB8
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,5,GALNT3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,6,CDH6
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,7,WFDC2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,8,CLDN1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,9,SAMD12
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,10,VCAM1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,11,LRRK2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,12,TBL1XR1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,13,RASGRP1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,14,CXADR
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,15,ARRDC3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,16,TNFRSF11B
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,17,SESN3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,18,KANSL1L
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,19,HOXA3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,20,GPX8
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,21,ITGB6
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,22,ENPP5
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,23,TMEM159
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,24,SLC35F5
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,25,TNFAIP8
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,26,AP1G2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,27,GALNT7
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,28,SEMA4D
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,29,TPBG
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,30,DSC2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,31,STX7
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,32,MMP7
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,33,STAT1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,34,MACC1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,35,TMEM139
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,36,PLEKHA1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,37,ZDHHC2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,38,TNFSF10
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,39,SEL1L3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,40,F2RL1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,41,XRCC4
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,42,MDM4
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,43,CASP2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,44,MARCKS
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,45,TSPAN1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,46,RSPRY1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,47,CEPT1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,48,MESP1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,49,ARNT
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,50,FZD1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,51,FLRT3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,52,PAPPA2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,53,PRKACB
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,54,MBTD1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,55,GPR180
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,56,COL27A1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,57,GALNT1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,58,RNF217
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,59,AGPS
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,60,HNF1B
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,61,TP53INP1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,62,EPG5
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,63,ADAM10
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,64,ZNRF2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,65,GPC4
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,66,TMEM63A
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,67,CFI
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,68,FAM117B
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,69,PLS1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,70,ABCC3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,71,RAP1GDS1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,72,RCAN3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,73,CCDC51
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,74,TP53
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,75,RCBTB2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,76,RAB3D
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,77,CTXN1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,78,ZNF608
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,79,EFHC1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,80,UBXN11
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,81,MET
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,82,BMP2K
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,83,CHL1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,84,STK38
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,85,WDR19
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,86,RUFY3
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,87,MCM7
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,88,KCNIP4
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,89,YPEL2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,90,YDJC
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,91,RHOF
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,92,CDC42SE2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,93,ORC4
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,94,NLN
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,95,FLOT2
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,96,SESTD1
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,97,TRIM27
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,98,DSEL
whole_consensus_ml_rf,Whole Dataset Consensus ML RF,Using ML\results\consensus_traditional_ml_rf_biomarkers.csv,99,CSNK1G1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,1,WFDC2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,2,ITGB8
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,3,MAP3K1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,4,TBL1XR1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,5,LRRK2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,6,TNFRSF11B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,7,TSPAN1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,8,PIGR
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,9,PROM1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,10,MMP7
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,11,CYBA
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,12,TNFSF10
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,13,MARCKS
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,14,SPP1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,15,CLU
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,16,CDH6
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,17,HNRNPH1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,18,SESN3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,19,ITGB6
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,20,CFI
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,21,ARRDC3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,22,MDM4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,23,IL32
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,24,FGL2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,25,KANSL1L
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,26,SAMD12
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,27,VCAM1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,28,PAPPA2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,29,PLEKHA1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,30,STAT1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,31,SLC35F5
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,32,HNF1B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,33,TNFAIP8
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,34,MACC1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,35,CDC42
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,36,FLRT3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,37,PKHD1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,38,PAX2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,39,BICC1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,40,GALNT7
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,41,SLPI
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,42,HOXA3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,43,ADAM10
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,44,PAX8
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,45,ZDHHC2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,46,TMED2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,47,CXADR
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,48,TMEM159
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,49,S100A11
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,50,RASSF7
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,51,KIF12
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,52,SEL1L3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,53,MET
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,54,LNPEP
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,55,STX7
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,56,HOXB3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,57,CAPZA1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,58,RASGRP1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,59,SOX4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,60,PRKACB
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,61,CHL1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,62,CDC42SE2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,63,GALNT3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,64,DYRK2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,65,TFPI
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,66,TMEM176B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,67,CTXN1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,68,FTX
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,69,TRAM1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,70,FAT1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,71,TIA1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,72,RUFY3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,73,PLS1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,74,TMEM139
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,75,ENPP5
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,76,CTSS
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,77,EMX2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,78,MDK
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,79,SOD3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,80,SYTL2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,81,GALNT1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,82,XPO1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,83,ORC4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,84,TP53
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,85,ABCC3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,86,ANXA4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,87,ITM2C
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,88,TMX1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,89,TMEM176A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,90,GLS
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,91,LTB
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,92,RNF144B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,93,CCDC198
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,94,TIMP1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,95,GPC4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,96,PTBP3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,97,PPP1R9A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,98,N4BP2L2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,99,XRCC4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,100,DSC2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,101,C19orf33
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,102,SLC40A1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,103,PLOD2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,104,NHLRC3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,105,KANSL1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,106,AKR1C1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,107,MAP3K21
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,108,ARID1B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,109,VCAN
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,110,RNF213
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,111,SEMA4D
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,112,AGPS
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,113,SESTD1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,114,ZNF608
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,115,LPAR6
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,116,LBR
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,117,EFHC1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,118,TMPRSS4
