gene_set,gene_set_label,source_file,gene_rank,gene
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,53,SLFN5
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,54,STAT2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,55,PRKD3
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,56,MALT1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,57,MMP2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,58,TMEM63A
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,59,ZNF608
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,60,RSPRY1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,61,SATB2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,62,CCDC51
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,63,CFI
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,64,FIGN
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,65,ITGB6
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,66,AIDA
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,67,FLOT2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,68,RUFY3
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,69,SAMD9
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,70,GABBR1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,71,ELK3
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,72,TRDMT1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,73,ARNT
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,74,HNF1B
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,75,WDR19
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,76,SDC3
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,77,FLCN
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,78,ABCC3
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,79,RNF217
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,80,MCM7
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,81,TPBG
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,82,VANGL1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,83,GALNT1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,84,GPC4
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,85,ECT2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,86,EPB41L4A
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,87,TFPI
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,88,ZNF462
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,89,CASP10
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,90,SYT11
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,91,AGPS
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,92,STK36
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,93,PARP8
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,94,TFAP4
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,95,XRCC4
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,96,PLS1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,97,RASGEF1B
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,98,TM4SF18
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,99,UBE2Q2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,100,CCDC102A
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,101,TP53
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,102,IFI16
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,103,COL4A2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,104,EPG5
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,105,ORC4
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,106,RCBTB2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,107,STOX2
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,108,CTXN1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,109,SLC38A9
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,110,RAB3D
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,111,GSTCD
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,112,FAM111A
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,113,TTC30B
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,114,DSEL
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,115,RASGRP1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,116,ENC1
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,117,SETD1B
epithelial_consensus,Epithelial Cells Consensus,Cell Type Biomrker\results\epithelial_cells_consensus_traditional_ml_rf.csv,118,RLN2
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,1,TLR7
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,2,ZFP36L1
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,3,CD180
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,4,TNF
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,5,MAP3K1
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,6,MAPK8IP3
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,7,ZMIZ2
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,8,SP1
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,9,MYO1C
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,10,TP53
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,11,IQCB1
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,12,RABGAP1
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,13,CCR2
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,14,ARHGAP17
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,15,KIF22
immune_consensus,Immune Cells Consensus,Cell Type Biomrker\results\immune_cells_consensus_traditional_ml_rf.csv,16,FAM199X
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,1,ZNF503
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,2,SOX18
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,3,LPAR6
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,4,FOXP1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,5,MARCKS
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,6,SFT2D2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,7,RUNX1T1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,8,VWF
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,9,CALHM2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,10,SOX4
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,11,LRRC8C
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,12,SLC16A7
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,13,KIF12
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,14,SMAD1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,15,LBR
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,16,ELK4
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,17,ZFP36L1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,18,KAT2A
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,19,MAP3K1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,20,RASSF7
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,21,CISD1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,22,SLC7A6
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,23,COLGALT1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,24,RAP2B
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,25,MET
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,26,DYRK2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,27,NREP
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,28,TMEM106B
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,29,SFXN1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,30,PPM1A
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,31,SLC12A2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,32,GNG12
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,33,EPS8L2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,34,EFNB2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,35,TET2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,36,NAA40
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,37,CTNNB1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,38,MYO1B
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,39,ETAA1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,40,SP1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,41,TRDMT1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,42,CAMK2N1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,43,IMPA2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,44,KCTD2
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,45,CXXC5
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,46,RC3H1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,47,PRTG
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,48,OGT
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,49,CLIC5
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,50,TBL1XR1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,51,CTSC
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,52,ARHGEF15
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,53,BMP2K
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,54,EZR
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,55,EHD1
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,56,MOB1B
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,57,ATL3
endothelial_consensus,Endothelial Cells Consensus,Cell Type Biomrker\results\endothelial_cells_consensus_traditional_ml_rf.csv,58,STX7
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,1,NEDD4L
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,2,NR2F2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,3,C4orf48
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,4,RUNX1T1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,5,PROM1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,6,EPS8L2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,7,CDH6
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,8,SOX4
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,9,FLRT3
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,10,MUC1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,11,PRSS8
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,12,AGRN
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,13,PCSK1N
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,14,SPON2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,15,SAMD9L
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,16,SLC39A10
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,17,BOK
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,18,ABHD10
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,19,GLS
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,20,COL3A1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,21,OGT
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,22,PTBP3
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,23,SPINT2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,24,MARCKS
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,25,NR2F1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,26,PAX2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,27,TNFSF10
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,28,KCTD12
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,29,SERINC2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,30,TMEM139
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,31,SLC40A1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,32,SLC35A1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,33,ITPRIPL2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,34,STAT1
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,35,CTSD
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,36,MITF
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,37,HRH2
stroma_consensus,Stroma Cells Consensus,Cell Type Biomrker\results\stroma_cells_consensus_traditional_ml_rf.csv,38,ITM2B
